subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	secondButtonToj	timeSecondTojReaction	secondResponsetimeToj
6	1	1	999	1	0	2	1	1000	2	1	244336	245341	1	2	1	1	246904	1563	0	0	0
6	1	1	999	2	0	2	1	-1000	1	4	248351	249356	2	1	0	1	250858	1502	0	0	0
6	1	1	999	3	0	2	1	-1000	1	2	252365	253370	2	1	0	1	254468	1098	0	0	0
6	1	1	999	4	0	2	1	1000	2	1	256378	257383	1	2	1	1	258722	1339	0	0	0
6	1	1	999	5	0	2	1	-1000	3	2	260397	261402	3	3	0	1	262327	925	0	0	0
6	1	0	1	1	0	2	1	-110	4	2	274826	274941	4	4	2	7	276010	1069	0	0	0
6	1	0	2	2	0	2	1	300	1	3	277958	278263	2	1	1	1	278912	649	0	0	0
6	1	0	3	3	0	2	1	300	2	1	281272	281577	1	2	1	1	282324	747	0	0	0
6	1	0	4	4	0	2	1	-50	3	1	284589	284644	3	3	0	1	285463	819	0	0	0
6	1	0	5	5	0	2	1	-110	3	1	287655	287770	3	3	0	1	288344	574	0	0	0
6	1	0	6	6	0	2	1	110	1	3	290787	290902	2	1	1	1	291517	615	0	0	0
6	1	0	7	7	0	2	1	-50	3	4	293920	293975	3	3	0	1	294540	565	0	0	0
6	1	0	8	8	0	2	1	50	2	4	297002	297057	1	2	1	1	297903	846	0	0	0
6	1	0	9	9	0	2	1	-110	1	4	300084	300199	2	1	0	1	300959	760	0	0	0
6	1	0	10	10	0	2	1	300	2	3	303217	303522	1	2	1	1	304172	650	0	0	0
6	1	0	11	11	0	2	1	110	2	3	306549	306664	4	4	2	6	307569	905	0	0	0
6	1	0	12	12	0	2	1	-300	3	4	309674	309979	3	3	0	1	310529	550	0	0	0
6	1	0	13	13	0	2	1	-110	1	2	312997	313112	2	1	0	1	313765	653	0	0	0
6	1	0	14	14	0	2	1	110	4	3	316129	316244	4	4	1	1	316919	675	0	0	0
6	1	0	15	15	0	2	1	50	2	1	319261	319316	1	2	1	1	320017	701	0	0	0
6	1	0	16	16	0	2	1	300	4	1	322344	322649	2	1	0	0	323509	860	0	0	0
6	1	0	17	17	0	2	1	-300	3	2	325676	325981	3	3	0	1	326389	408	0	0	0
6	1	0	18	18	0	2	1	300	2	4	329008	329313	1	2	1	1	329907	594	0	0	0
6	1	0	19	19	0	2	1	-110	3	4	332340	332455	3	3	0	1	333141	686	0	0	0
6	1	0	20	20	0	2	1	-300	3	1	335473	335778	3	3	0	1	336182	404	0	0	0
6	1	0	21	21	0	2	1	300	4	3	338805	339110	4	4	1	1	339566	456	0	0	0
6	1	0	22	22	0	2	1	-300	4	2	342137	342442	4	4	0	1	342881	439	0	0	0
6	1	0	23	23	0	2	1	110	2	4	345469	345584	1	2	1	1	346100	516	0	0	0
6	1	0	24	24	0	2	1	50	4	1	348602	348657	4	4	1	1	350261	1604	0	0	0
6	1	0	25	25	0	2	1	110	4	1	351684	351799	2	1	0	0	353611	1812	0	0	0
6	1	0	26	26	0	2	1	-110	3	2	354809	354924	3	3	0	1	357693	2769	0	0	0
6	1	0	27	27	0	2	1	-50	4	2	357949	358004	2	1	2	6	359987	1983	0	0	0
6	1	0	28	28	0	2	1	-50	1	2	361031	361086	1	2	1	0	362158	1072	0	0	0
6	1	0	29	29	0	2	1	50	2	3	364113	364168	1	2	1	1	365479	1311	0	0	0
6	1	0	30	30	0	2	1	-50	1	4	367196	367251	1	2	2	6	369040	1789	0	0	0
6	1	0	31	31	0	2	1	50	4	3	370278	370333	4	4	1	1	371895	1562	0	0	0
6	1	0	32	32	0	2	1	50	1	3	373360	373415	2	1	1	1	374765	1350	0	0	0
6	1	0	33	33	0	2	1	110	2	1	376443	376558	1	2	1	1	377392	834	0	0	0
6	1	0	34	34	0	2	1	-300	1	4	379575	379880	2	1	0	1	380512	632	0	0	0
6	1	0	35	35	0	2	1	-300	1	2	382907	383212	2	1	0	1	384068	856	0	0	0
6	1	0	36	36	0	2	1	-50	3	2	386239	386294	1	2	1	0	387128	834	0	0	0
6	1	0	1	37	1	2	1	-110	4	2	389322	389437	4	4	0	1	390012	575	0	0	0
6	1	0	11	38	1	2	1	110	2	3	392454	392569	1	2	1	1	393475	906	0	0	0
6	1	0	27	39	1	2	1	-50	4	2	395586	395641	1	2	1	0	397494	1853	0	0	0
6	1	0	30	40	1	2	1	-50	1	4	398669	398724	1	2	2	6	400081	1357	0	0	0
6	1	0	30	41	2	2	1	-50	1	4	401733	401788	2	1	0	1	402315	527	0	0	0
6	2	0	37	1	0	2	1	110	4	1	420661	420776	2	1	2	7	422073	1297	0	0	0
6	2	0	38	2	0	2	1	-110	3	1	423794	423909	3	3	0	1	425374	1465	0	0	0
6	2	0	39	3	0	2	1	-110	3	4	426926	427041	3	3	0	1	427707	666	0	0	0
6	2	0	40	4	0	2	1	-300	4	2	430050	430355	4	4	0	1	430903	548	0	0	0
6	2	0	41	5	0	2	1	50	2	1	433374	433429	1	2	1	1	434681	1252	0	0	0
6	2	0	42	6	0	2	1	300	4	3	436456	436761	4	4	1	1	437383	622	0	0	0
6	2	0	43	7	0	2	1	-300	3	4	439789	440094	3	3	0	1	440665	571	0	0	0
6	2	0	44	8	0	2	1	-50	3	4	443121	443176	3	3	0	1	444796	1620	0	0	0
6	2	0	45	9	0	2	1	50	2	3	446203	446258	1	2	1	1	447008	750	0	0	0
6	2	0	46	10	0	2	1	110	4	3	449285	449400	4	4	1	1	450279	879	0	0	0
6	2	0	47	11	0	2	1	-300	1	2	452418	452723	1	2	1	0	454218	1495	0	0	0
6	2	0	48	12	0	2	1	-50	1	2	455750	455805	1	2	1	0	456877	1072	0	0	0
6	2	0	49	13	0	2	1	300	1	3	458832	459137	2	1	1	1	459587	450	0	0	0
6	2	0	50	14	0	2	1	110	2	1	462165	462280	1	2	1	1	463318	1038	0	0	0
6	2	0	51	15	0	2	1	-300	1	4	465297	465602	2	1	0	1	466063	461	0	0	0
6	2	0	52	16	0	2	1	-50	3	1	468629	468684	3	3	0	1	471411	2727	0	0	0
6	2	0	53	17	0	2	1	50	1	3	471711	471766	3	3	0	0	472844	1078	0	0	0
6	2	0	54	18	0	2	1	-110	4	2	474794	474909	4	4	0	1	475441	532	0	0	0
6	2	0	55	19	0	2	1	-50	1	4	477919	477974	4	4	1	0	479746	1772	0	0	0
6	2	0	56	20	0	2	1	-110	3	2	480992	481107	3	3	0	1	483385	2278	0	0	0
6	2	0	57	21	0	2	1	300	2	4	484124	484429	1	2	1	1	485072	643	0	0	0
6	2	0	58	22	0	2	1	50	4	3	487456	487511	4	4	1	1	488200	689	0	0	0
6	2	0	59	23	0	2	1	50	4	1	490539	490594	1	2	2	6	493213	2619	0	0	0
6	2	0	60	24	0	2	1	-50	3	2	493621	493676	1	2	1	0	495500	1824	0	0	0
6	2	0	61	25	0	2	1	110	2	4	496703	496818	1	2	1	1	497721	903	0	0	0
6	2	0	62	26	0	2	1	110	1	3	499836	499951	3	3	0	0	501452	1501	0	0	0
6	2	0	63	27	0	2	1	300	2	3	502968	503273	1	2	1	1	504176	903	0	0	0
6	2	0	64	28	0	2	1	-50	4	2	506300	506355	1	2	1	0	507784	1429	0	0	0
6	2	0	65	29	0	2	1	-110	1	2	509382	509497	2	1	0	1	511107	1610	0	0	0
6	2	0	66	30	0	2	1	300	4	1	512515	512820	4	4	1	1	513484	664	0	0	0
6	2	0	67	31	0	2	1	-300	3	1	515847	516152	3	3	0	1	516643	491	0	0	0
6	2	0	68	32	0	2	1	110	2	3	519179	519294	1	2	1	1	520039	745	0	0	0
6	2	0	69	33	0	2	1	-110	1	4	522305	522420	2	1	0	1	523246	826	0	0	0
6	2	0	70	34	0	2	1	-300	3	2	525444	525749	3	3	0	1	526247	498	0	0	0
6	2	0	71	35	0	2	1	300	2	1	528776	529081	1	2	1	1	529869	788	0	0	0
6	2	0	72	36	0	2	1	50	2	4	532108	532163	2	1	2	6	533887	1724	0	0	0
6	2	0	37	37	1	2	1	110	4	1	535191	535306	0	0	2	2	0	0	0	0	0
6	2	0	59	38	1	2	1	50	4	1	538323	538378	1	2	2	6	540279	1901	0	0	0
6	2	0	72	39	1	2	1	50	2	4	541405	541460	1	2	1	1	542856	1396	0	0	0
6	2	0	37	40	2	2	1	110	4	1	544488	544603	1	2	2	6	547058	2455	0	0	0
6	2	0	59	41	2	2	1	50	4	1	547620	547675	2	1	0	0	548774	1099	0	0	0
6	2	0	37	42	3	2	1	110	4	1	550702	550817	4	4	1	1	552703	1886	0	0	0
6	3	1	999	1	0	2	2	1000	4	1	179557	180562	0	0	2	2	0	0	0	0	0
6	3	1	999	2	0	2	2	-1000	3	4	184568	185573	4	3	0	1	187006	1433	0	0	0
6	3	1	999	3	0	2	2	1000	2	1	188587	189592	1	2	1	1	190621	1029	0	0	0
6	3	1	999	4	0	2	2	1000	2	4	192603	193608	1	2	1	1	194226	618	0	0	0
6	3	1	999	5	0	2	2	1000	1	3	196615	197620	2	1	1	1	198266	646	0	0	0
6	3	0	73	1	0	2	2	50	4	3	218777	218832	0	0	2	7	0	0	0	0	0
6	3	0	74	2	0	2	2	-300	1	2	221843	222148	2	1	0	1	222708	560	0	0	0
6	3	0	75	3	0	2	2	-300	3	1	225157	225462	0	0	2	2	0	0	0	0	0
6	3	0	76	4	0	2	2	-50	3	4	228474	228529	0	0	2	2	0	0	0	0	0
6	3	0	77	5	0	2	2	110	4	3	231540	231655	3	4	1	1	232244	589	0	0	0
6	3	0	78	6	0	2	2	300	4	3	234672	234977	3	4	1	1	235531	554	0	0	0
6	3	0	79	7	0	2	2	-110	1	4	238005	238120	2	1	0	1	238862	742	0	0	0
6	3	0	80	8	0	2	2	300	4	1	241132	241437	3	4	1	1	241862	425	0	0	0
6	3	0	81	9	0	2	2	-300	3	2	244452	244757	0	0	2	2	0	0	0	0	0
6	3	0	82	10	0	2	2	110	4	1	247785	247900	3	4	1	1	248484	584	0	0	0
6	3	0	83	11	0	2	2	50	1	3	250917	250972	2	1	1	1	251541	569	0	0	0
6	3	0	84	12	0	2	2	50	2	1	253999	254054	2	1	0	0	256571	2517	0	0	0
6	3	0	85	13	0	2	2	-300	4	2	257082	257387	3	4	0	1	257861	474	0	0	0
6	3	0	86	14	0	2	2	-110	3	1	260414	260529	0	0	2	2	0	0	0	0	0
6	3	0	87	15	0	2	2	-110	1	2	263546	263661	2	1	0	1	265444	1783	0	0	0
6	3	0	88	16	0	2	2	-50	3	2	266678	266733	4	3	0	1	268932	2199	0	0	0
6	3	0	89	17	0	2	2	110	2	3	269761	269876	3	4	2	6	272025	2149	0	0	0
6	3	0	90	18	0	2	2	-50	3	1	272893	272948	3	4	2	6	274419	1471	0	0	0
6	3	0	91	19	0	2	2	110	2	1	275975	276090	2	1	0	0	276997	907	0	0	0
6	3	0	92	20	0	2	2	300	1	3	279108	279413	2	1	1	1	280070	657	0	0	0
6	3	0	93	21	0	2	2	-110	4	2	282440	282555	0	0	2	2	0	0	0	0	0
6	3	0	94	22	0	2	2	-110	3	2	285565	285680	0	0	2	2	0	0	0	0	0
6	3	0	95	23	0	2	2	110	1	3	288705	288820	2	1	1	1	290859	2039	0	0	0
6	3	0	96	24	0	2	2	-50	1	2	291837	291892	2	1	0	1	293005	1113	0	0	0
6	3	0	97	25	0	2	2	300	2	3	294919	295224	1	2	1	1	295961	737	0	0	0
6	3	0	98	26	0	2	2	-110	3	4	298251	298366	4	3	0	1	298927	561	0	0	0
6	3	0	99	27	0	2	2	-50	1	4	301384	301439	3	4	1	0	302011	572	0	0	0
6	3	0	100	28	0	2	2	50	2	4	304466	304521	1	2	1	1	307047	2526	0	0	0
6	3	0	101	29	0	2	2	110	2	4	307548	307663	1	2	1	1	308517	854	0	0	0
6	3	0	102	30	0	2	2	50	2	3	310681	310736	1	2	1	1	312027	1291	0	0	0
6	3	0	103	31	0	2	2	-300	3	4	313763	314068	4	3	0	1	314570	502	0	0	0
6	3	0	104	32	0	2	2	50	4	1	317095	317150	3	4	1	1	318380	1230	0	0	0
6	3	0	105	33	0	2	2	300	2	4	320178	320483	1	2	1	1	321301	818	0	0	0
6	3	0	106	34	0	2	2	300	2	1	323510	323815	1	2	1	1	324555	740	0	0	0
6	3	0	107	35	0	2	2	-50	4	2	326842	326897	1	2	1	0	327868	971	0	0	0
6	3	0	108	36	0	2	2	-300	1	4	329924	330229	2	1	0	1	330655	426	0	0	0
6	3	0	73	37	1	2	2	50	4	3	333257	333312	0	0	2	2	0	0	0	0	0
6	3	0	75	38	1	2	2	-300	3	1	336339	336644	4	3	0	1	337350	706	0	0	0
6	3	0	76	39	1	2	2	-50	3	4	339671	339726	3	4	1	0	341078	1352	0	0	0
6	3	0	81	40	1	2	2	-300	3	2	342754	343059	0	0	2	2	0	0	0	0	0
6	3	0	86	41	1	2	2	-110	3	1	346086	346201	0	0	2	2	0	0	0	0	0
6	3	0	89	42	1	2	2	110	2	3	349218	349333	1	2	1	1	350093	760	0	0	0
6	3	0	90	43	1	2	2	-50	3	1	352350	352405	2	1	1	0	355291	2886	0	0	0
6	3	0	93	44	1	2	2	-110	4	2	355433	355548	2	1	2	6	357141	1593	0	0	0
6	3	0	94	45	1	2	2	-110	3	2	358565	358680	4	3	0	1	359642	962	0	0	0
6	3	0	73	46	2	2	2	50	4	3	361697	361752	0	0	2	2	0	0	0	0	0
6	3	0	81	47	2	2	2	-300	3	2	364780	365085	3	4	2	6	365765	680	0	0	0
6	3	0	86	48	2	2	2	-110	3	1	368112	368227	0	0	2	2	0	0	0	0	0
6	3	0	93	49	2	2	2	-110	4	2	371244	371359	0	0	2	2	0	0	0	0	0
6	3	0	73	50	3	2	2	50	4	3	374376	374431	3	4	1	1	376156	1725	0	0	0
6	3	0	81	51	3	2	2	-300	3	2	377459	377764	0	0	2	2	0	0	0	0	0
6	3	0	86	52	3	2	2	-110	3	1	380791	380906	4	3	0	1	382534	1628	0	0	0
6	3	0	93	53	3	2	2	-110	4	2	383923	384038	4	3	2	6	386688	2650	0	0	0
6	3	0	81	54	4	2	2	-300	3	2	387056	387361	4	3	0	1	388263	902	0	0	0
6	3	0	93	55	4	2	2	-110	4	2	390388	390503	3	4	0	1	391447	944	0	0	0
6	4	0	109	1	0	2	2	-50	3	1	435940	435995	4	3	2	7	436894	899	0	0	0
6	4	0	110	2	0	2	2	50	4	3	439004	439059	3	4	1	1	440266	1207	0	0	0
6	4	0	111	3	0	2	2	110	2	3	442068	442183	1	2	1	1	442959	776	0	0	0
6	4	0	112	4	0	2	2	-50	3	4	445203	445258	0	0	2	2	0	0	0	0	0
6	4	0	113	5	0	2	2	-110	4	2	448269	448384	0	0	2	2	0	0	0	0	0
6	4	0	114	6	0	2	2	-300	1	2	451394	451699	1	2	1	0	453549	1850	0	0	0
6	4	0	115	7	0	2	2	110	2	1	454717	454832	1	2	1	1	455568	736	0	0	0
6	4	0	116	8	0	2	2	50	2	1	457849	457904	2	1	0	0	459124	1220	0	0	0
6	4	0	117	9	0	2	2	-50	1	4	460931	460986	2	1	0	1	462011	1025	0	0	0
6	4	0	118	10	0	2	2	50	1	3	464014	464069	2	1	1	1	465251	1182	0	0	0
6	4	0	119	11	0	2	2	-50	1	2	467096	467151	1	2	1	0	469259	2108	0	0	0
6	4	0	120	12	0	2	2	-300	1	4	470178	470483	2	1	0	1	471057	574	0	0	0
6	4	0	121	13	0	2	2	-300	3	1	473511	473816	0	0	2	2	0	0	0	0	0
6	4	0	122	14	0	2	2	300	2	3	476843	477148	1	2	1	1	477854	706	0	0	0
6	4	0	123	15	0	2	2	-50	4	2	480175	480230	0	0	2	2	0	0	0	0	0
6	4	0	124	16	0	2	2	-300	3	4	483257	483562	3	4	1	0	484676	1114	0	0	0
6	4	0	125	17	0	2	2	110	1	3	486590	486705	0	0	2	2	0	0	0	0	0
6	4	0	126	18	0	2	2	-110	3	4	489722	489837	3	4	1	0	491213	1376	0	0	0
6	4	0	127	19	0	2	2	-300	4	2	492854	493159	3	4	0	1	493623	464	0	0	0
6	4	0	128	20	0	2	2	50	2	3	496187	496242	0	0	2	2	0	0	0	0	0
6	4	0	129	21	0	2	2	300	1	3	499269	499574	2	1	1	1	500247	673	0	0	0
6	4	0	130	22	0	2	2	300	2	1	502601	502906	1	2	1	1	503766	860	0	0	0
6	4	0	131	23	0	2	2	110	4	1	505933	506048	3	4	1	1	506647	599	0	0	0
6	4	0	132	24	0	2	2	-50	3	2	509066	509121	0	0	2	2	0	0	0	0	0
6	4	0	133	25	0	2	2	-110	3	2	512148	512263	0	0	2	2	0	0	0	0	0
6	4	0	134	26	0	2	2	300	4	3	515280	515585	0	0	2	2	0	0	0	0	0
6	4	0	135	27	0	2	2	110	2	4	518613	518728	0	0	2	2	0	0	0	0	0
6	4	0	136	28	0	2	2	-110	3	1	521745	521860	2	1	1	0	523121	1261	0	0	0
6	4	0	137	29	0	2	2	110	4	3	524877	524992	3	4	1	1	526929	1937	0	0	0
6	4	0	138	30	0	2	2	-110	1	2	528009	528124	2	1	0	1	530973	2849	0	0	0
6	4	0	139	31	0	2	2	50	4	1	531142	531197	0	0	2	2	0	0	0	0	0
6	4	0	140	32	0	2	2	-300	3	2	534224	534529	1	2	2	3	534330	-199	0	0	0
6	4	0	141	33	0	2	2	300	4	1	537556	537861	0	0	2	2	0	0	0	0	0
6	4	0	142	34	0	2	2	-110	1	4	540889	541004	3	4	2	5	543373	2369	3	543373	2369
6	4	0	143	35	0	2	2	50	2	4	544021	544076	3	4	2	5	546807	2731	3	546807	2731
6	4	0	144	36	0	2	2	300	2	4	547103	547408	1	2	1	1	548463	1055	0	0	0
6	4	0	109	37	1	2	2	-50	3	1	550435	550490	2	1	1	0	551770	1280	0	0	0
6	4	0	112	38	1	2	2	-50	3	4	553518	553573	0	0	2	2	0	0	0	0	0
6	4	0	113	39	1	2	2	-110	4	2	556600	556715	2	1	2	6	557920	1205	0	0	0
6	4	0	121	40	1	2	2	-300	3	1	559726	560031	0	0	2	2	0	0	0	0	0
6	4	0	123	41	1	2	2	-50	4	2	563048	563103	0	0	2	2	0	0	0	0	0
6	4	0	125	42	1	2	2	110	1	3	566130	566245	2	1	1	1	566723	478	0	0	0
6	4	0	128	43	1	2	2	50	2	3	569263	569318	0	0	2	2	0	0	0	0	0
6	4	0	132	44	1	2	2	-50	3	2	572345	572400	2	1	2	6	574442	2042	0	0	0
6	4	0	133	45	1	2	2	-110	3	2	575427	575542	0	0	2	2	0	0	0	0	0
6	4	0	134	46	1	2	2	300	4	3	578560	578865	0	0	2	2	0	0	0	0	0
6	4	0	135	47	1	2	2	110	2	4	581892	582007	0	0	2	2	0	0	0	0	0
6	4	0	139	48	1	2	2	50	4	1	585024	585079	2	1	0	0	586926	1847	0	0	0
6	4	0	141	49	1	2	2	300	4	1	588106	588411	3	4	1	1	589180	769	0	0	0
6	4	0	112	50	2	2	2	-50	3	4	591439	591494	3	4	1	0	593437	1943	0	0	0
6	4	0	113	51	2	2	2	-110	4	2	594521	594636	1	2	1	0	597319	2683	0	0	0
6	4	0	121	52	2	2	2	-300	3	1	597653	597958	2	1	1	0	600647	2689	0	0	0
6	4	0	123	53	2	2	2	-50	4	2	600986	601041	1	2	1	0	602470	1429	0	0	0
6	4	0	128	54	2	2	2	50	2	3	604068	604123	0	0	2	2	0	0	0	0	0
6	4	0	132	55	2	2	2	-50	3	2	607150	607205	0	0	2	2	0	0	0	0	0
6	4	0	133	56	2	2	2	-110	3	2	610233	610348	1	2	1	0	611254	906	0	0	0
6	4	0	134	57	2	2	2	300	4	3	613365	613670	0	0	2	2	0	0	0	0	0
6	4	0	135	58	2	2	2	110	2	4	616697	616812	1	2	1	1	617328	516	0	0	0
6	4	0	128	59	3	2	2	50	2	3	619829	619884	0	0	2	2	0	0	0	0	0
6	4	0	132	60	3	2	2	-50	3	2	622912	622967	1	2	1	0	624788	1821	0	0	0
6	4	0	134	61	3	2	2	300	4	3	625994	626299	0	0	2	2	0	0	0	0	0
6	4	0	128	62	4	2	2	50	2	3	629326	629381	3	4	2	6	632062	2681	0	0	0
6	4	0	134	63	4	2	2	300	4	3	632409	632714	3	4	1	1	634537	1823	0	0	0
6	4	0	128	64	5	2	2	50	2	3	635741	635796	2	1	2	6	637497	1701	0	0	0
6	4	0	128	65	6	2	2	50	2	3	638805	638860	2	1	2	6	641127	2267	0	0	0
6	4	0	128	66	7	2	2	50	2	3	641869	641924	1	2	1	1	643212	1288	0	0	0
6	5	1	999	1	0	1	1	1000	4	1	759217	760222	1	1	0	0	761637	1415	0	0	0
6	5	1	999	2	0	1	1	-1000	1	4	764229	765234	3	3	2	6	766090	856	0	0	0
6	5	1	999	3	0	1	1	1000	2	4	769247	770252	2	2	2	3	770395	143	0	0	0
6	5	1	999	4	0	1	1	1000	1	3	774262	775267	1	1	1	1	776204	937	0	0	0
6	5	1	999	5	0	1	1	1000	1	3	778274	779279	1	1	1	1	780090	811	0	0	0
6	5	0	145	1	0	1	1	50	2	1	799187	799242	2	2	2	7	800523	1281	0	0	0
6	5	0	146	2	0	1	1	-300	3	2	802270	802575	0	0	2	2	0	0	0	0	0
6	5	0	147	3	0	1	1	110	4	3	805584	805699	4	4	1	1	806594	895	0	0	0
6	5	0	148	4	0	1	1	-110	4	2	808717	808832	2	2	2	5	810521	1689	2	810521	1689
6	5	0	149	5	0	1	1	-50	4	2	811850	811905	2	2	1	0	813509	1604	0	0	0
6	5	0	150	6	0	1	1	50	4	1	814932	814987	4	4	1	1	815824	837	0	0	0
6	5	0	151	7	0	1	1	50	4	3	818014	818069	4	4	1	1	819242	1173	0	0	0
6	5	0	152	8	0	1	1	110	2	3	821097	821212	4	4	2	6	822170	958	0	0	0
6	5	0	153	9	0	1	1	-300	1	4	824229	824534	1	1	0	1	825004	470	0	0	0
6	5	0	154	10	0	1	1	-110	3	2	827561	827676	0	0	2	2	0	0	0	0	0
6	5	0	155	11	0	1	1	110	2	4	830694	830809	2	2	1	1	831635	826	0	0	0
6	5	0	156	12	0	1	1	-50	3	2	833819	833874	4	4	2	6	835119	1245	0	0	0
6	5	0	157	13	0	1	1	-110	3	1	836892	837007	0	0	2	2	0	0	0	0	0
6	5	0	158	14	0	1	1	-300	4	2	840024	840329	4	4	0	1	840712	383	0	0	0
6	5	0	159	15	0	1	1	300	4	3	843356	843661	4	4	1	1	844119	458	0	0	0
6	5	0	160	16	0	1	1	300	2	3	846688	846993	2	2	1	1	847599	606	0	0	0
6	5	0	161	17	0	1	1	-300	3	1	850021	850326	4	4	2	6	851011	685	0	0	0
6	5	0	162	18	0	1	1	110	2	1	853353	853468	2	2	1	1	854134	666	0	0	0
6	5	0	163	19	0	1	1	50	2	3	856485	856540	2	2	1	1	857347	807	0	0	0
6	5	0	164	20	0	1	1	50	2	4	859567	859622	4	4	0	0	861568	1946	0	0	0
6	5	0	165	21	0	1	1	300	2	4	862650	862955	2	2	1	1	864030	1075	0	0	0
6	5	0	166	22	0	1	1	-50	1	2	865982	866037	1	1	0	1	867471	1434	0	0	0
6	5	0	167	23	0	1	1	300	1	3	869064	869369	1	1	1	1	870282	913	0	0	0
6	5	0	168	24	0	1	1	-300	1	2	872397	872702	1	1	0	1	873304	602	0	0	0
6	5	0	169	25	0	1	1	300	4	1	875729	876034	4	4	1	1	876598	564	0	0	0
6	5	0	170	26	0	1	1	-300	3	4	879061	879366	0	0	2	2	0	0	0	0	0
6	5	0	171	27	0	1	1	-110	1	4	882393	882508	0	0	2	2	0	0	0	0	0
6	5	0	172	28	0	1	1	-50	1	4	885526	885581	1	1	0	1	886518	937	0	0	0
