subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	confidenceDelay	timeConfidenceReaction	responsetimeConfidence	confidenceTOJ
10	1	1	999	1	0	2	1	1	1000	4	1	263320	264320	4	4	1	1	265678	1358	valid	620	267215	1537	high
10	1	1	999	2	0	2	1	1	-1000	1	4	269753	270753	2	1	0	1	273083	2330	valid	282	274567	1484	high
10	1	1	999	3	0	2	1	1	-1000	1	4	276953	277953	2	1	0	1	279378	1425	valid	702	280884	1506	high
10	1	1	999	4	0	2	1	1	1000	2	3	283236	284236	1	2	1	1	285110	874	valid	663	286721	1611	high
10	1	1	999	5	0	2	1	1	1000	2	3	289085	290085	1	2	1	1	291155	1070	valid	479	292672	1517	high
10	1	0	1	1	0	2	1	1	-110	3	2	298435	298545	3	3	0	1	300011	1466	block start	308	301267	1256	high
10	1	0	2	2	0	2	1	1	50	2	4	303751	303801	1	2	1	1	304750	949	valid	748	305732	982	high
10	1	0	3	3	0	2	1	1	-110	3	4	308418	308528	3	3	0	1	309917	1389	valid	574	310895	978	high
10	1	0	4	4	0	2	1	1	300	4	3	313334	313634	4	4	1	1	314574	940	valid	720	315587	1013	high
10	1	0	5	5	0	2	1	1	-300	3	2	318051	318351	3	3	0	1	319438	1087	valid	677	321027	1589	high
10	1	0	6	6	0	2	1	1	300	1	3	323417	323717	2	1	1	1	324786	1069	valid	437	326092	1306	high
10	1	0	7	7	0	2	1	1	110	4	3	328467	328577	4	4	1	1	330233	1656	valid	419	331413	1180	low
10	1	0	8	8	0	2	1	1	-110	1	2	334133	334243	1	2	1	0	335586	1343	valid	358	336469	883	high
10	1	0	9	9	0	2	1	1	50	4	1	338883	338933	4	4	1	1	339952	1019	valid	604	340996	1044	high
10	1	0	10	10	0	2	1	1	-50	3	1	343799	343849	3	3	0	1	345016	1167	valid	354	346262	1246	high
10	1	0	11	11	0	2	1	1	-300	3	4	349216	349516	3	3	0	1	350547	1031	valid	420	351912	1365	high
10	1	0	12	12	0	2	1	1	50	4	3	354215	354265	4	4	1	1	355269	1004	valid	786	356425	1156	high
10	1	0	13	13	0	2	1	1	-50	1	4	358865	358915	1	2	2	99	361085	2170	wrong limb	537	362333	1248	low
10	1	0	14	14	0	2	1	1	-300	3	1	365132	365432	3	3	0	1	366422	990	valid	676	367826	1404	high
10	1	0	15	15	0	2	1	1	110	1	3	370131	370241	3	3	0	0	371157	916	valid	605	372676	1519	high
10	1	0	16	16	0	2	1	1	110	2	3	375031	375141	1	2	1	1	376541	1400	valid	659	377600	1059	high
10	1	0	17	17	0	2	1	1	110	2	1	379998	380108	4	4	2	99	381769	1661	wrong limb	249	383150	1381	low
10	1	0	18	18	0	2	1	1	-300	1	2	385581	385881	1	2	1	0	387093	1212	valid	272	388238	1145	high
10	1	0	19	19	0	2	1	1	50	1	3	390630	390680	1	2	2	99	392031	1351	wrong limb	240	393318	1287	high
10	1	0	20	20	0	2	1	1	300	2	4	395630	395930	1	2	1	1	396708	778	valid	334	397984	1276	high
10	1	0	21	21	0	2	1	1	-50	3	4	400480	400530	3	3	0	1	402092	1562	valid	566	403423	1331	high
10	1	0	22	22	0	2	1	1	50	2	1	405713	405763	4	4	2	99	406805	1042	wrong limb	611	408152	1347	high
10	1	0	23	23	0	2	1	1	-300	4	2	410463	410763	4	4	0	1	411580	817	valid	798	412842	1262	high
10	1	0	24	24	0	2	1	1	300	2	1	415179	415479	1	2	1	1	416200	721	valid	645	417662	1462	high
10	1	0	25	25	0	2	1	1	-50	3	2	420146	420196	1	2	1	0	421537	1341	valid	693	422733	1196	high
10	1	0	26	26	0	2	1	1	300	2	3	425129	425429	1	2	1	1	426269	840	valid	448	427512	1243	high
10	1	0	27	27	0	2	1	1	-50	4	2	429828	429878	4	4	0	1	431257	1379	valid	347	432350	1093	low
10	1	0	28	28	0	2	1	1	110	2	4	434845	434955	1	2	1	1	435916	961	valid	520	437242	1326	high
10	1	0	29	29	0	2	1	1	300	4	1	439645	439945	4	4	1	1	440739	794	valid	649	442011	1272	high
10	1	0	30	30	0	2	1	1	110	4	1	444444	444554	4	4	1	1	445483	929	valid	437	446726	1243	high
10	1	0	31	31	0	2	1	1	-110	1	4	449061	449171	3	3	2	99	450072	901	wrong limb	423	451475	1403	high
10	1	0	32	32	0	2	1	1	-50	1	2	453811	453861	3	3	2	99	455189	1328	wrong limb	331	456363	1174	high
10	1	0	33	33	0	2	1	1	-110	3	1	458894	459004	3	3	0	1	459896	892	valid	679	461424	1528	high
10	1	0	34	34	0	2	1	1	50	2	3	463760	463810	1	2	1	1	464903	1093	valid	506	466138	1235	high
10	1	0	35	35	0	2	1	1	-110	4	2	468427	468537	4	4	0	1	469302	765	valid	644	470772	1470	high
10	1	0	36	36	0	2	1	1	-300	1	4	473060	473360	3	3	2	99	474129	769	wrong limb	348	475394	1265	high
10	1	0	1	37	1	2	1	1	-110	3	2	477776	477886	3	3	0	1	478678	792	valid	511	479904	1226	high
10	1	0	13	38	1	2	1	1	-50	1	4	482509	482559	3	3	2	99	483398	839	wrong limb	463	484618	1220	high
10	1	0	17	39	1	2	1	1	110	2	1	487848	487958	1	2	1	1	488755	797	valid	553	490076	1321	high
10	1	0	19	40	1	2	1	1	50	1	3	492415	492465	2	1	1	1	493186	721	valid	748	494589	1403	high
10	1	0	22	41	1	2	1	1	50	2	1	496914	496964	1	2	1	1	497701	737	valid	492	498921	1220	high
10	1	0	31	42	1	2	1	1	-110	1	4	501314	501424	1	2	2	99	502241	817	wrong limb	418	503439	1198	high
10	1	0	32	43	1	2	1	1	-50	1	2	505747	505797	1	2	1	0	506715	918	valid	401	507822	1107	high
10	1	0	36	44	1	2	1	1	-300	1	4	510080	510380	2	1	0	1	511941	1561	valid	611	513237	1296	low
10	1	0	13	45	2	2	1	1	-50	1	4	515680	515730	2	1	0	1	516454	724	valid	230	517605	1151	high
10	1	0	31	46	2	2	1	1	-110	1	4	519880	519990	2	1	0	1	521059	1069	valid	286	522351	1292	high
10	2	0	37	1	0	2	1	1	-110	1	2	529229	529339	2	1	0	1	530047	708	block start	571	531465	1418	high
10	2	0	38	2	0	2	1	1	110	2	4	533946	534056	1	2	1	1	534658	602	valid	478	535933	1275	high
10	2	0	39	3	0	2	1	1	300	4	1	538262	538562	4	4	1	1	539255	693	valid	369	540273	1018	high
10	2	0	40	4	0	2	1	1	50	2	3	542562	542612	1	2	1	1	543602	990	valid	764	545040	1438	high
10	2	0	41	5	0	2	1	1	-50	1	4	547395	547445	4	4	1	0	549129	1684	valid	592	550345	1216	low
10	2	0	42	6	0	2	1	1	-110	3	2	552795	552905	3	3	0	1	554032	1127	valid	414	555253	1221	high
10	2	0	43	7	0	2	1	1	-110	3	4	557611	557721	3	3	0	1	558511	790	valid	746	559974	1463	high
10	2	0	44	8	0	2	1	1	50	2	1	562344	562394	1	2	1	1	563086	692	valid	530	564426	1340	high
10	2	0	45	9	0	2	1	1	-300	1	4	566761	567061	2	1	0	1	567928	867	valid	292	569008	1080	high
10	2	0	46	10	0	2	1	1	110	4	1	571561	571671	4	4	1	1	572480	809	valid	459	573646	1166	high
10	2	0	47	11	0	2	1	1	300	4	3	576610	576910	4	4	1	1	577565	655	valid	228	578698	1133	high
10	2	0	48	12	0	2	1	1	110	4	3	581277	581387	4	4	1	1	582390	1003	valid	215	583473	1083	high
10	2	0	49	13	0	2	1	1	110	2	1	586343	586453	1	2	1	1	587111	658	valid	590	588526	1415	high
10	2	0	50	14	0	2	1	1	50	4	3	590960	591010	3	3	0	0	592053	1043	valid	270	593204	1151	high
10	2	0	51	15	0	2	1	1	110	1	3	596176	596286	1	2	2	99	598143	1857	wrong limb	634	599344	1201	low
10	2	0	52	16	0	2	1	1	-110	3	1	602359	602469	3	3	0	1	603405	936	valid	679	604880	1475	high
10	2	0	53	17	0	2	1	1	-110	1	4	607209	607319	1	2	2	99	609100	1781	wrong limb	532	610161	1061	low
10	2	0	54	18	0	2	1	1	300	1	3	612842	613142	2	1	1	1	613780	638	valid	384	614970	1190	high
10	2	0	55	19	0	2	1	1	-50	1	2	617242	617292	2	1	0	1	618466	1174	valid	493	619765	1299	high
10	2	0	56	20	0	2	1	1	50	1	3	622025	622075	3	3	0	0	623445	1370	valid	772	624986	1541	low
10	2	0	57	21	0	2	1	1	-110	4	2	627408	627518	4	4	0	1	628412	894	valid	389	629599	1187	high
10	2	0	58	22	0	2	1	1	-300	3	4	631891	632191	3	3	0	1	632787	596	valid	584	634128	1341	high
10	2	0	59	23	0	2	1	1	50	4	1	636491	636541	3	3	2	99	637965	1424	wrong limb	315	639130	1165	high
10	2	0	60	24	0	2	1	1	-300	4	2	641491	641791	4	4	0	1	642438	647	valid	541	643763	1325	high
10	2	0	61	25	0	2	1	1	300	2	1	646007	646307	1	2	1	1	646913	606	valid	523	648194	1281	high
10	2	0	62	26	0	2	1	1	110	2	3	650557	650667	1	2	1	1	651970	1303	valid	706	653434	1464	high
10	2	0	63	27	0	2	1	1	-50	3	1	655807	655857	3	3	0	1	657599	1742	valid	682	658956	1357	low
10	2	0	64	28	0	2	1	1	300	2	3	661406	661706	1	2	1	1	662117	411	valid	701	663580	1463	high
10	2	0	65	29	0	2	1	1	300	2	4	665906	666206	1	2	1	1	666612	406	valid	647	668127	1515	high
10	2	0	66	30	0	2	1	1	-50	4	2	670489	670539	4	4	0	1	671912	1373	valid	473	673195	1283	high
10	2	0	67	31	0	2	1	1	-50	3	2	675539	675589	3	3	0	1	676702	1113	valid	373	677908	1206	high
10	2	0	68	32	0	2	1	1	-50	3	4	680189	680239	3	3	0	1	681503	1264	valid	800	683029	1526	high
10	2	0	69	33	0	2	1	1	-300	3	2	685455	685755	3	3	0	1	686411	656	valid	261	687547	1136	high
