subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	confidenceDelay	timeConfidenceReaction	responsetimeConfidence	confidenceTOJ
113	1	1	999	1	0	1	2	1	-1000	3	4	556372	557372	3	4	1	0	558023	651	valid	734	560122	2099	high
113	1	1	999	2	0	1	2	1	1000	4	3	570488	571488	3	4	1	1	572897	1409	valid	522	576379	3482	high
113	1	1	999	3	0	1	2	1	-1000	1	4	579521	580521	2	2	2	99	581643	1122	wrong limb	512	583565	1922	high
113	1	1	999	4	0	1	2	1	1000	2	4	588571	589571	1	1	2	99	590507	936	wrong limb	568	593520	3013	high
113	1	1	999	5	0	1	2	1	1000	2	3	599054	600054	3	4	2	99	600742	688	wrong limb	626	602078	1336	low
113	1	0	1	1	0	1	2	1	300	2	1	644935	645235	1	1	0	0	646441	1206	block start	792	648754	2313	high
113	1	1	999	1	0	1	2	1	-1000	3	2	235371	236371	4	3	0	1	237167	796	valid	434	238743	1576	high
113	1	1	999	2	0	1	2	1	-1000	3	2	241736	242736	4	3	0	1	244789	2053	valid	681	244843	54	high
113	1	1	999	3	0	1	2	1	1000	2	3	247704	248704	2	2	1	1	249339	635	valid	776	250691	1352	high
113	1	1	999	4	0	1	2	1	1000	4	3	253104	254104	3	4	1	1	254997	893	valid	565	256196	1199	high
113	1	1	999	5	0	1	2	1	-1000	3	1	259004	260004	0	0	2	99	0	0	no reaction	592	263500	263500	high
113	1	0	1	1	0	1	2	1	300	2	1	299802	300102	2	2	1	1	300731	629	block start	612	301574	843	high
113	1	0	2	2	0	1	2	1	-300	3	4	304351	304651	4	3	0	1	305513	862	valid	460	306925	1412	high
113	1	0	3	3	0	1	2	1	110	2	1	309468	309578	2	2	1	1	310284	706	valid	324	311568	1284	high
113	1	0	4	4	0	1	2	1	-300	4	2	313934	314234	3	4	0	1	314830	596	valid	499	315160	330	high
113	1	0	5	5	0	1	2	1	-300	3	2	318801	319101	3	4	2	99	319496	395	wrong limb	562	319818	322	high
113	1	0	6	6	0	1	2	1	110	4	3	323300	323410	3	4	1	1	324549	1139	valid	543	325359	810	low
113	1	0	7	7	0	1	2	1	50	2	1	329724	329774	2	2	1	1	331082	1308	valid	379	332104	1022	low
113	1	0	8	8	0	1	2	1	-50	3	4	334841	334891	3	4	1	0	336457	1566	valid	597	337677	1220	low
113	1	0	9	9	0	1	2	1	50	2	4	340324	340374	4	3	2	99	341158	784	wrong limb	309	343047	1889	high
113	1	0	10	10	0	1	2	1	-300	3	1	345757	346057	4	3	0	1	347030	973	valid	743	348247	1217	high
113	1	0	11	11	0	1	2	1	300	4	3	350857	351157	3	4	1	1	352006	849	valid	343	354068	2062	high
113	1	0	12	12	0	1	2	1	300	4	1	356523	356823	3	4	1	1	359002	2179	valid	563	359525	523	low
113	1	0	13	13	0	1	2	1	-50	3	1	362989	363039	1	1	1	0	364361	1322	valid	778	365865	1504	high
113	1	0	14	14	0	1	2	1	-300	1	4	368322	368622	1	1	0	1	369665	1043	valid	676	371008	1343	high
113	1	0	15	15	0	1	2	1	-110	4	2	373439	373549	4	3	2	99	375448	1899	wrong limb	396	376625	1177	low
113	1	0	16	16	0	1	2	1	-110	1	2	379322	379432	1	1	0	1	380194	762	valid	742	381387	1193	high
113	1	0	17	17	0	1	2	1	110	4	1	384005	384115	3	4	1	1	385080	965	valid	542	385278	198	high
113	1	0	18	18	0	1	2	1	-110	3	4	388888	388998	3	4	1	0	390387	1389	valid	461	391759	1372	high
113	1	0	19	19	0	1	2	1	300	2	4	394255	394555	2	2	1	1	395343	788	valid	335	396668	1325	high
113	1	0	20	20	0	1	2	1	50	4	3	399188	399238	3	4	1	1	400553	1315	valid	519	401877	1324	low
113	1	0	21	21	0	1	2	1	-50	3	2	404254	404304	2	2	1	0	405727	1423	valid	589	406548	821	low
113	1	0	22	22	0	1	2	1	-110	3	1	409587	409697	0	0	2	99	0	0	no reaction	244	412724	412724	low
113	1	0	23	23	0	1	2	1	110	2	3	415787	415897	2	2	1	1	416702	805	valid	566	417772	1070	high
113	1	0	24	24	0	1	2	1	50	2	3	420253	420303	4	3	0	0	422823	2520	valid	788	424249	1426	low
