subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	confidenceDelay	timeConfidenceReaction	responsetimeConfidence	confidenceTOJ
12	1	1	999	1	0	1	1	1	-1000	3	2	319663	320663	3	3	0	1	321825	1162	valid	473	323188	1363	high
12	1	1	999	2	0	1	1	1	-1000	3	4	325863	326863	3	3	0	1	328039	1176	valid	772	328821	782	high
12	1	1	999	3	0	1	1	1	1000	1	3	328846	331329	1	1	1	1	332296	967	valid	280	333683	1387	high
12	1	1	999	4	0	1	1	1	-1000	3	4	336262	337262	3	3	0	1	338171	909	valid	244	339250	1079	high
12	1	1	999	5	0	1	1	1	1000	4	3	341945	342945	4	4	1	1	344155	1210	valid	438	345038	883	high
12	1	0	1	1	0	1	1	1	50	4	1	354811	354861	0	0	2	99	0	0	block start	439	357969	357969	low
12	1	0	2	2	0	1	1	1	-50	3	2	361327	361377	0	0	2	99	0	0	no reaction	376	365129	365129	low
12	1	0	3	3	0	1	1	1	110	2	4	368977	369087	2	2	1	1	370197	1110	valid	750	370932	735	high
12	1	0	4	4	0	1	1	1	-300	3	2	373477	373777	3	3	0	1	374420	643	valid	705	375374	954	high
12	1	0	5	5	0	1	1	1	-110	3	1	378310	378420	3	3	0	1	379281	861	valid	748	380252	971	high
12	1	0	6	6	0	1	1	1	-300	1	2	383609	383909	1	1	0	1	384576	667	valid	542	385283	707	high
12	1	0	7	7	0	1	1	1	-300	3	1	389056	389356	3	3	0	1	390511	1155	valid	569	391816	1305	high
12	1	0	8	8	0	1	1	1	300	2	1	394256	394556	2	2	1	1	395311	755	valid	563	396732	1421	high
12	1	0	9	9	0	1	1	1	-50	3	4	399205	399255	4	4	1	0	400725	1470	valid	482	402116	1391	high
12	1	0	10	10	0	1	1	1	50	2	4	404804	404854	2	2	1	1	405922	1068	valid	344	407118	1196	high
12	1	0	11	11	0	1	1	1	110	4	3	409521	409631	4	4	1	1	410901	1270	valid	498	412334	1433	high
12	1	0	12	12	0	1	1	1	50	1	3	414721	414771	1	1	1	1	417381	2610	valid	473	417914	533	low
12	1	0	13	13	0	1	1	1	300	2	4	420587	420887	2	2	1	1	421913	1026	valid	657	423415	1502	high
12	1	0	14	14	0	1	1	1	-110	3	4	426004	426114	4	4	1	0	427549	1435	valid	545	428790	1241	high
12	1	0	15	15	0	1	1	1	-110	4	2	431603	431713	0	0	2	99	0	0	no reaction	368	435714	435714	high
12	1	0	16	16	0	1	1	1	300	2	3	438136	438436	2	2	1	1	439279	843	valid	607	440786	1507	high
12	1	0	17	17	0	1	1	1	-50	3	1	443203	443253	3	3	0	1	445477	2224	valid	681	446375	898	low
12	1	0	18	18	0	1	1	1	50	2	1	449186	449236	2	2	1	1	451153	1917	valid	682	452606	1453	high
12	1	0	19	19	0	1	1	1	110	1	3	454985	455095	3	3	0	0	457813	2718	valid	469	458343	530	low
12	1	0	20	20	0	1	1	1	110	4	1	461201	461311	0	0	2	99	0	0	no reaction	432	464663	464663	low
12	1	0	21	21	0	1	1	1	110	2	1	467951	468061	2	2	1	1	469690	1629	valid	641	470736	1046	high
12	1	0	22	22	0	1	1	1	-50	4	2	473217	473267	2	2	1	0	475334	2067	valid	643	476777	1443	high
12	1	0	23	23	0	1	1	1	50	2	3	479367	479417	2	2	1	1	480704	1287	valid	374	482281	1577	high
12	1	0	24	24	0	1	1	1	-110	1	2	484667	484777	1	1	0	1	485515	738	valid	781	487330	1815	high
12	1	0	25	25	0	1	1	1	-50	1	4	489733	489783	0	0	2	99	0	0	no reaction	495	493670	493670	low
12	1	0	26	26	0	1	1	1	50	4	3	497533	497583	3	3	0	0	499462	1879	valid	243	500642	1180	high
12	1	0	27	27	0	1	1	1	110	2	3	503082	503192	2	2	1	1	503960	768	valid	733	505470	1510	high
12	1	0	28	28	0	1	1	1	-50	1	2	507832	507882	2	2	1	0	509020	1138	valid	422	510512	1492	high
12	1	0	29	29	0	1	1	1	-300	3	4	513582	513882	3	3	0	1	514617	735	valid	334	516078	1461	high
12	1	0	30	30	0	1	1	1	-300	4	2	518598	518898	4	4	0	1	521238	2340	valid	441	522425	1187	low
12	1	0	31	31	0	1	1	1	300	4	1	524898	525198	4	4	1	1	526266	1068	valid	738	527886	1620	high
12	1	0	32	32	0	1	1	1	-110	1	4	530264	530374	1	1	0	1	532533	2159	valid	322	533698	1165	low
12	1	0	33	33	0	1	1	1	-110	3	2	536530	536640	1	1	2	99	538126	1486	wrong limb	414	539169	1043	high
12	1	0	34	34	0	1	1	1	-300	1	4	541863	542163	1	1	0	1	543167	1004	valid	753	544584	1417	high
12	1	0	35	35	0	1	1	1	300	1	3	547130	547430	1	1	1	1	549220	1790	valid	205	550164	944	high
12	1	0	36	36	0	1	1	1	300	4	3	552496	552796	4	4	1	1	553691	895	valid	298	555187	1496	high
12	1	0	1	37	1	1	1	1	50	4	1	557579	557629	4	4	1	1	559656	2027	valid	561	561175	1519	high
12	1	0	2	38	1	1	1	1	-50	3	2	563612	563662	0	0	2	99	0	0	no reaction	739	567792	567792	low
12	1	0	15	39	1	1	1	1	-110	4	2	571011	571121	2	2	1	0	572208	1087	valid	296	573314	1106	high
12	1	0	20	40	1	1	1	1	110	4	1	576044	576154	4	4	1	1	577249	1095	valid	560	578625	1376	high
12	1	0	25	41	1	1	1	1	-50	1	4	581377	581427	1	1	0	1	582855	1428	valid	539	584080	1225	high
12	1	0	33	42	1	1	1	1	-110	3	2	586460	586570	3	3	0	1	588352	1782	valid	423	589375	1023	low
12	1	0	2	43	2	1	1	1	-50	3	2	591877	591927	3	3	0	1	594360	2433	valid	332	595404	1044	low
12	2	0	37	1	0	1	1	1	300	4	3	637291	637591	4	4	1	1	638419	828	block start	459	639634	1215	high
12	2	0	38	2	0	1	1	1	110	4	3	641974	642084	4	4	1	1	643006	922	valid	296	644128	1122	high
12	2	0	39	3	0	1	1	1	50	4	3	646707	646757	4	4	1	1	647721	964	valid	272	649166	1445	high
12	2	0	40	4	0	1	1	1	-110	4	2	651706	651816	4	4	0	1	653229	1413	valid	608	654533	1304	high
12	2	0	41	5	0	1	1	1	-300	1	4	657173	657473	1	1	0	1	658285	812	valid	695	659776	1491	high
12	2	0	42	6	0	1	1	1	-110	3	4	662139	662249	3	3	0	1	662867	618	valid	535	664030	1163	high
12	2	0	43	7	0	1	1	1	-300	3	4	666406	666706	3	3	0	1	667279	573	valid	487	668597	1318	high
12	2	0	44	8	0	1	1	1	-300	1	2	670939	671239	1	1	0	1	671814	575	valid	603	673096	1282	high
12	2	0	45	9	0	1	1	1	300	2	1	675455	675755	2	2	1	1	676247	492	valid	575	677642	1395	high
12	2	0	46	10	0	1	1	1	-50	3	1	680005	680055	1	1	1	0	681695	1640	valid	419	682839	1144	high
12	2	0	47	11	0	1	1	1	300	2	4	685454	685754	2	2	1	1	686251	497	valid	433	687677	1426	high
12	2	0	48	12	0	1	1	1	50	2	4	690071	690121	4	4	0	0	692532	2411	valid	308	693403	871	low
12	2	0	49	13	0	1	1	1	50	1	3	696404	696454	4	4	2	99	698328	1874	wrong limb	723	699728	1400	low
12	2	0	50	14	0	1	1	1	110	2	3	702337	702447	2	2	1	1	703738	1291	valid	295	704647	909	high
12	2	0	51	15	0	1	1	1	300	2	3	707020	707320	2	2	1	1	708288	968	valid	631	709624	1336	high
12	2	0	52	16	0	1	1	1	-50	3	2	712169	712219	3	3	0	1	713837	1618	valid	303	715344	1507	high
12	2	0	53	17	0	1	1	1	-300	3	2	717836	718136	3	3	0	1	718778	642	valid	344	720061	1283	high
12	2	0	54	18	0	1	1	1	300	1	3	723235	723535	1	1	1	1	724194	659	valid	224	725258	1064	high
12	2	0	55	19	0	1	1	1	50	2	1	728168	728218	1	1	0	0	729092	874	valid	755	730550	1458	high
12	2	0	56	20	0	1	1	1	50	2	3	733468	733518	2	2	1	1	734721	1203	valid	481	736100	1379	high
12	2	0	57	21	0	1	1	1	-50	1	4	738551	738601	1	1	0	1	739239	638	valid	251	740458	1219	high
12	2	0	58	22	0	1	1	1	110	2	4	742868	742978	2	2	1	1	744351	1373	valid	655	745842	1491	high
12	2	0	59	23	0	1	1	1	-110	1	4	748701	748811	1	1	0	1	749836	1025	valid	409	751043	1207	high
12	2	0	60	24	0	1	1	1	300	4	1	753617	753917	4	4	1	1	754818	901	valid	412	756128	1310	high
12	2	0	61	25	0	1	1	1	-300	3	1	758850	759150	3	3	0	1	759881	731	valid	652	761226	1345	high
12	2	0	62	26	0	1	1	1	-110	3	2	763566	763676	3	3	0	1	765204	1528	valid	715	766599	1395	low
12	2	0	63	27	0	1	1	1	-50	4	2	769083	769133	4	4	0	1	771038	1905	valid	347	772293	1255	low
12	2	0	64	28	0	1	1	1	-50	1	2	774799	774849	1	1	0	1	775565	716	valid	275	776697	1132	high
12	2	0	65	29	0	1	1	1	-110	1	2	779082	779192	1	1	0	1	779790	598	valid	637	781165	1375	high
12	2	0	66	30	0	1	1	1	110	2	1	783548	783658	2	2	1	1	784273	615	valid	420	785384	1111	high
12	2	0	67	31	0	1	1	1	-300	4	2	787748	788048	4	4	0	1	788716	668	valid	424	789966	1250	high
12	2	0	68	32	0	1	1	1	50	4	1	792365	792415	1	1	0	0	793662	1247	valid	644	795204	1542	low
12	2	0	69	33	0	1	1	1	-50	3	4	797664	797714	4	4	1	0	798651	937	valid	226	799730	1079	high
12	2	0	70	34	0	1	1	1	-110	3	1	802081	802191	1	1	1	0	804029	1838	valid	682	805066	1037	low
12	2	0	71	35	0	1	1	1	110	1	3	808047	808157	1	1	1	1	808773	616	valid	736	810217	1444	high
12	2	0	72	36	0	1	1	1	110	4	1	812563	812673	4	4	1	1	813571	898	valid	681	814904	1333	high
12	2	0	37	37	1	1	1	1	300	4	3	817346	817646	4	4	1	1	818305	659	valid	566	819543	1238	high
12	2	0	49	38	1	1	1	1	50	1	3	821896	821946	1	1	1	1	823058	1112	valid	399	824132	1074	high
12	3	1	999	1	0	1	2	1	1000	2	4	1032483	1033483	2	2	1	1	1035694	2211	valid	651	1037030	1336	high
12	3	1	999	2	0	1	2	1	1000	2	1	1037050	1039433	2	2	1	1	1040051	618	valid	788	1041784	1733	high
12	3	1	999	3	0	1	2	1	1000	4	1	1044316	1045316	3	4	1	1	1045997	681	valid	268	1047104	1107	high
12	3	1	999	4	0	1	2	1	1000	4	3	1049615	1050615	3	4	1	1	1051576	961	valid	305	1052757	1181	high
12	3	1	999	5	0	1	2	1	1000	4	1	1055165	1056165	3	4	1	1	1056769	604	valid	212	1057855	1086	high
12	3	0	73	1	0	1	2	1	50	2	3	1064115	1064165	3	4	2	99	1066193	2028	block start	495	1067189	996	low
12	3	0	74	2	0	1	2	1	-300	3	2	1069847	1070147	3	4	2	99	1071215	1068	wrong limb	294	1072213	998	high
12	3	0	75	3	0	1	2	1	50	4	1	1074681	1074731	2	2	2	99	1076448	1717	wrong limb	482	1077648	1200	low
12	3	0	76	4	0	1	2	1	50	2	4	1080097	1080147	2	2	1	1	1081008	861	valid	541	1082117	1109	high
12	3	0	77	5	0	1	2	1	-50	1	4	1084513	1084563	0	0	2	99	0	0	no reaction	756	1087535	1087535	low
12	3	0	78	6	0	1	2	1	300	2	3	1091679	1091979	2	2	1	1	1092916	937	valid	278	1094768	1852	high
12	3	0	79	7	0	1	2	1	-50	3	2	1097246	1097296	2	2	1	0	1098224	928	valid	712	1099778	1554	high
12	3	0	80	8	0	1	2	1	110	2	4	1102262	1102372	2	2	1	1	1102979	607	valid	520	1104459	1480	high
12	3	0	81	9	0	1	2	1	300	2	4	1106962	1107262	2	2	1	1	1107683	421	valid	779	1109190	1507	high
12	3	0	82	10	0	1	2	1	300	4	1	1112028	1112328	3	4	1	1	1113542	1214	valid	662	1114871	1329	high
12	3	0	83	11	0	1	2	1	-300	3	1	1117278	1117578	4	3	0	1	1118993	1415	valid	265	1119797	804	low
