subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	confidenceDelay	timeConfidenceReaction	responsetimeConfidence	confidenceTOJ
17	1	1	999	1	0	1	2	1	1000	2	1	30531	31531	2	2	1	1	32889	1358	valid	768	36225	3336	low
17	1	1	999	2	0	1	2	1	1000	4	1	53196	54196	3	4	2	99	54218	22	too early	753	55668	1450	high
17	1	1	999	3	0	1	2	1	-1000	1	4	55679	60729	1	1	0	1	61257	528	valid	755	62984	1727	high
17	1	1	999	4	0	1	2	1	1000	1	3	62996	65512	1	1	1	1	66165	653	valid	332	67135	970	high
17	1	1	999	5	0	1	2	1	1000	2	3	67145	69979	2	2	1	1	70459	480	valid	678	71772	1313	high
17	1	0	1	1	0	1	2	1	-110	1	4	78594	78704	1	1	0	1	79916	1212	block start	620	81339	1423	low
17	1	0	2	2	0	1	2	1	-110	1	2	84061	84171	1	1	0	1	84736	565	valid	693	86291	1555	high
17	1	0	3	3	0	1	2	1	-110	3	4	88777	88887	4	3	0	1	89844	957	valid	637	91430	1586	high
17	1	0	4	4	0	1	2	1	110	2	4	94027	94137	2	2	1	1	94531	394	valid	668	95824	1293	high
17	1	0	5	5	0	1	2	1	-300	4	2	98377	98677	3	4	0	1	99028	351	valid	797	100424	1396	high
17	1	0	6	6	0	1	2	1	300	4	3	102977	103277	3	4	1	1	103620	343	valid	459	104762	1142	high
17	1	0	7	7	0	1	2	1	50	2	1	107226	107276	2	2	1	1	107921	645	valid	308	108806	885	low
17	1	0	8	8	0	1	2	1	110	2	1	111509	111619	2	2	1	1	112132	513	valid	675	113526	1394	high
17	1	0	9	9	0	1	2	1	-50	3	4	116609	116659	4	3	0	1	117298	639	valid	625	118691	1393	high
17	1	0	10	10	0	1	2	1	110	4	3	121309	121419	4	3	0	0	122285	866	valid	565	123392	1107	low
17	1	0	11	11	0	1	2	1	-50	3	1	126208	126258	4	3	0	1	127305	1047	valid	593	128475	1170	high
