subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	confidenceDelay	timeConfidenceReaction	responsetimeConfidence	confidenceTOJ
4	1	1	999	1	0	1	1	1	1000	1	3	93460	94460	1	1	1	1	95677	1217	valid	354	97637	1960	high
4	1	1	999	2	0	1	1	1	-1000	3	2	100877	101877	3	3	0	1	102882	1005	valid	575	103844	962	high
4	1	1	999	3	0	1	1	1	-1000	1	2	106776	107776	1	1	0	1	108421	645	valid	530	108944	523	high
4	1	1	999	4	0	1	1	1	-1000	3	4	111659	112659	3	3	0	1	113458	799	valid	625	114217	759	high
4	1	1	999	5	0	1	1	1	1000	1	3	116992	117992	1	1	1	1	118520	528	valid	684	119289	769	high
4	1	0	1	1	0	1	1	1	-110	1	4	128758	128868	1	1	0	1	129701	833	block start	283	130484	783	high
4	1	0	2	2	0	1	1	1	50	4	1	133075	133125	1	1	0	0	134039	914	valid	331	135038	999	high
4	1	0	3	3	0	1	1	1	-300	3	4	137741	138041	3	3	0	1	138655	614	valid	304	139770	1115	high
4	1	0	4	4	0	1	1	1	-50	3	2	142524	142574	3	3	0	1	144047	1473	valid	590	144713	666	low
4	1	0	5	5	0	1	1	1	-300	3	1	147574	147874	3	3	0	1	148595	721	valid	418	149489	894	high
4	1	0	6	6	0	1	1	1	300	2	4	152140	152440	2	2	1	1	153112	672	valid	299	154009	897	high
4	1	0	7	7	0	1	1	1	50	2	3	156757	156807	2	2	1	1	157419	612	valid	295	158197	778	high
4	1	0	8	8	0	1	1	1	-50	3	4	161006	161056	3	3	0	1	161841	785	valid	516	162777	936	high
4	1	0	9	9	0	1	1	1	-110	3	1	165323	165433	3	3	0	1	166100	667	valid	441	167065	965	high
4	1	0	10	10	0	1	1	1	-50	4	2	169706	169756	4	4	0	1	171617	1861	valid	380	172245	628	low
4	1	0	11	11	0	1	1	1	-300	1	4	174956	175256	1	1	0	1	175967	711	valid	677	176414	447	high
4	1	0	12	12	0	1	1	1	-110	1	2	179355	179465	1	1	0	1	179974	509	valid	485	180787	813	high
4	1	0	13	13	0	1	1	1	-50	1	2	183572	183622	1	1	0	1	184216	594	valid	525	185088	872	high
4	1	0	14	14	0	1	1	1	110	4	1	187688	187798	1	1	0	0	188810	1012	valid	682	189516	706	high
4	1	0	15	15	0	1	1	1	300	4	3	192604	192904	4	4	1	1	193758	854	valid	388	194849	1091	high
4	1	0	16	16	0	1	1	1	-110	4	2	197987	198099	4	4	0	1	198880	781	valid	608	199444	564	high
4	1	0	17	17	0	1	1	1	-50	1	4	202720	202770	4	4	1	0	204794	2024	valid	398	205249	455	low
4	1	0	18	18	0	1	1	1	-110	3	2	208137	208247	3	3	0	1	209186	939	valid	303	210149	963	high
4	1	0	19	19	0	1	1	1	50	2	4	212987	213037	2	2	1	1	214055	1018	valid	369	215145	1090	high
4	1	0	20	20	0	1	1	1	110	2	3	217970	218080	2	2	1	1	218752	672	valid	349	219799	1047	high
4	1	0	21	21	0	1	1	1	50	4	3	223036	223086	3	3	0	0	224164	1078	valid	230	225127	963	high
4	1	0	22	22	0	1	1	1	-300	4	2	227719	228019	4	4	0	1	228627	608	valid	284	229549	922	high
4	1	0	23	23	0	1	1	1	300	4	1	232519	232819	4	4	1	1	233463	644	valid	357	234527	1064	high
4	1	0	24	24	0	1	1	1	-50	3	1	237202	237252	3	3	0	1	238127	875	valid	790	239120	993	low
4	1	0	25	25	0	1	1	1	300	1	3	241851	242151	1	1	1	1	242832	681	valid	566	243526	694	high
4	1	0	26	26	0	1	1	1	110	2	1	246734	246844	2	2	1	1	247335	491	valid	463	247906	571	high
4	1	0	27	27	0	1	1	1	-300	1	2	250768	251068	1	1	0	1	251560	492	valid	406	252121	561	high
4	1	0	28	28	0	1	1	1	110	4	3	254551	254661	4	4	1	1	255496	835	valid	610	256358	862	high
4	1	0	29	29	0	1	1	1	-300	3	2	258817	259117	3	3	0	1	259716	599	valid	480	260647	931	high
4	1	0	30	30	0	1	1	1	300	2	1	263150	263450	2	2	1	1	263880	430	valid	225	264629	749	high
4	1	0	31	31	0	1	1	1	50	1	3	267617	267667	1	1	1	1	268561	894	valid	356	269068	507	low
4	1	0	32	32	0	1	1	1	300	2	3	272083	272383	2	2	1	1	272795	412	valid	395	273594	799	high
4	1	0	33	33	0	1	1	1	110	2	4	277116	277226	2	2	1	1	277645	419	valid	465	278538	893	high
4	1	0	34	34	0	1	1	1	50	2	1	281149	281199	2	2	1	1	281708	509	valid	279	282366	658	high
4	1	0	35	35	0	1	1	1	-110	3	4	284982	285092	3	3	0	1	285825	733	valid	358	286934	1109	high
4	1	0	36	36	0	1	1	1	110	1	3	289565	289675	3	3	0	0	290334	659	valid	216	290951	617	high
4	1	0	1	37	1	1	1	1	-110	1	4	293498	293608	3	3	2	99	294962	1354	wrong limb	591	295632	670	low
4	1	0	1	38	2	1	1	1	-110	1	4	298348	298458	1	1	0	1	299005	547	valid	293	299772	767	high
4	2	0	37	1	0	1	1	1	-110	3	1	309131	309241	3	3	0	1	310052	811	block start	322	310735	683	high
