subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
2	1	1	999	1	0	2	1	1	-1000	3	4	21382	22382	3	3	0	1	23179	797	valid
2	1	1	999	2	0	2	1	1	1000	2	3	27398	28398	1	2	1	1	29481	1083	valid
2	1	1	999	3	0	2	1	1	1000	2	3	33414	34414	1	2	1	1	35445	1031	valid
2	1	1	999	4	0	2	1	1	1000	4	1	39430	40430	4	4	1	1	41001	571	valid
2	1	1	999	5	0	2	1	1	-1000	1	4	45463	46463	2	1	0	1	47215	752	valid
2	1	0	1	1	0	2	1	1	-50	3	2	56363	56413	1	2	1	0	58356	1943	block start
2	1	0	2	2	0	2	1	1	110	2	3	61429	61539	1	2	1	1	63181	1642	valid
2	1	0	3	3	0	2	1	1	50	1	3	66562	66612	2	1	1	1	68987	2375	valid
2	1	0	4	4	0	2	1	1	-50	1	4	71628	71678	2	1	0	1	73806	2128	valid
2	1	0	5	5	0	2	1	1	-110	3	2	76695	76805	1	2	1	0	79293	2488	valid
2	1	0	6	6	0	2	1	1	-110	3	1	81828	81938	4	4	2	99	83749	1811	wrong limb
2	1	0	7	7	0	2	1	1	-110	3	4	86961	87071	4	4	1	0	89250	2179	valid
2	1	0	8	8	0	2	1	1	-110	4	2	92094	92204	4	4	0	1	93561	1357	valid
2	1	0	9	9	0	2	1	1	110	4	1	97227	97337	4	4	1	1	98369	1032	valid
2	1	0	10	10	0	2	1	1	-50	3	1	102360	102410	0	0	2	99	0	0	no reaction
2	1	0	11	11	0	2	1	1	50	4	1	107443	107493	4	4	1	1	108781	1288	valid
2	1	0	12	12	0	2	1	1	110	2	1	112509	112619	4	4	2	99	113780	1161	wrong limb
2	1	0	13	13	0	2	1	1	300	2	1	117642	117942	1	2	1	1	119474	1532	valid
2	1	0	14	14	0	2	1	1	-50	3	4	122959	123009	4	4	1	0	123982	973	valid
2	1	0	15	15	0	2	1	1	300	4	3	128042	128342	4	4	1	1	129239	897	valid
2	1	0	16	16	0	2	1	1	-300	4	2	133375	133675	4	4	0	1	134567	892	valid
2	1	0	17	17	0	2	1	1	-300	3	1	138708	139008	3	3	0	1	139832	824	valid
2	1	0	18	18	0	2	1	1	300	4	1	144024	144324	4	4	1	1	145053	729	valid
2	1	0	19	19	0	2	1	1	50	2	1	149340	149390	2	1	0	0	151422	2032	valid
2	1	0	20	20	0	2	1	1	-300	1	2	154407	154707	2	1	0	1	155863	1156	valid
2	1	0	21	21	0	2	1	1	300	1	3	159740	160040	2	1	1	1	160974	934	valid
2	1	0	22	22	0	2	1	1	-50	1	2	165073	165123	1	2	1	0	166714	1591	valid
2	1	0	23	23	0	2	1	1	-300	3	2	170139	170439	3	3	0	1	171110	671	valid
2	1	0	24	24	0	2	1	1	50	2	4	175472	175522	4	4	0	0	176441	919	valid
2	1	0	25	25	0	2	1	1	-300	1	4	180538	180838	2	1	0	1	181654	816	valid
2	1	0	26	26	0	2	1	1	50	2	3	185871	185921	2	1	2	99	187005	1084	wrong limb
2	1	0	27	27	0	2	1	1	110	1	3	190954	191064	2	1	1	1	191910	846	valid
2	1	0	28	28	0	2	1	1	300	2	4	196088	196388	1	2	1	1	197242	854	valid
2	1	0	29	29	0	2	1	1	-110	1	4	201421	201531	2	1	0	1	202315	784	valid
2	1	0	30	30	0	2	1	1	110	2	4	206554	206664	1	2	1	1	207413	749	valid
2	1	0	31	31	0	2	1	1	-50	4	2	211687	211737	4	4	0	1	212456	719	valid
2	1	0	32	32	0	2	1	1	-300	3	4	216770	217070	3	3	0	1	217858	788	valid
2	1	0	33	33	0	2	1	1	-110	1	2	222103	222213	1	2	1	0	223359	1146	valid
2	1	0	34	34	0	2	1	1	50	4	3	227236	227286	4	4	1	1	228181	895	valid
2	1	0	35	35	0	2	1	1	110	4	3	232319	232429	4	4	1	1	233263	834	valid
2	1	0	36	36	0	2	1	1	300	2	3	237452	237752	1	2	1	1	238576	824	valid
2	1	0	1	37	1	2	1	1	-50	3	2	242785	242835	1	2	1	0	243598	763	valid
2	1	0	6	38	1	2	1	1	-110	3	1	247868	247978	3	3	0	1	248905	927	valid
2	1	0	10	39	1	2	1	1	-50	3	1	253001	253051	3	3	0	1	253959	908	valid
2	1	0	12	40	1	2	1	1	110	2	1	258084	258194	1	2	1	1	258834	640	valid
2	1	0	26	41	1	2	1	1	50	2	3	263217	263267	1	2	1	1	264243	976	valid
2	2	0	37	1	0	2	1	1	-300	3	4	270166	270466	3	3	0	1	271584	1118	block start
2	2	0	38	2	0	2	1	1	-110	1	2	275483	275593	1	2	1	0	276325	732	valid
2	2	0	39	3	0	2	1	1	-50	3	1	280616	280666	3	3	0	1	281598	932	valid
2	2	0	40	4	0	2	1	1	-300	1	4	285699	285999	2	1	0	1	286607	608	valid
2	2	0	41	5	0	2	1	1	-110	3	4	291032	291142	4	4	1	0	291702	560	valid
2	2	0	42	6	0	2	1	1	110	2	3	296165	296275	1	2	1	1	296819	544	valid
2	2	0	43	7	0	2	1	1	-110	1	4	301298	301408	2	1	0	1	302082	674	valid
2	2	0	44	8	0	2	1	1	-50	4	2	306431	306481	4	4	0	1	307086	605	valid
2	2	0	45	9	0	2	1	1	50	2	1	311497	311547	1	2	1	1	312268	721	valid
2	2	0	46	10	0	2	1	1	-110	3	1	316580	316690	1	2	2	99	317791	1101	wrong limb
2	2	0	47	11	0	2	1	1	-300	3	1	321713	322013	3	3	0	1	322608	595	valid
2	2	0	48	12	0	2	1	1	300	2	1	327029	327329	1	2	1	1	327963	634	valid
2	2	0	49	13	0	2	1	1	50	4	3	332346	332396	4	4	1	1	333222	826	valid
2	2	0	50	14	0	2	1	1	110	2	1	337429	337539	1	2	1	1	338170	631	valid
2	2	0	51	15	0	2	1	1	-300	3	2	342562	342862	3	3	0	1	343366	504	valid
2	2	0	52	16	0	2	1	1	-300	1	2	347878	348178	2	1	0	1	348636	458	valid
2	2	0	53	17	0	2	1	1	300	2	3	353195	353495	1	2	1	1	354174	679	valid
