subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
9	1	1	999	1	0	1	2	1	1000	2	4	160658	161658	2	2	1	1	162639	981	valid
9	1	1	999	2	0	1	2	1	-1000	1	2	166675	167675	1	1	0	1	168510	835	valid
9	1	1	999	3	0	1	2	1	1000	2	3	172708	173708	2	2	1	1	174614	906	valid
9	1	1	999	4	0	1	2	1	-1000	3	2	178724	179724	3	4	2	99	180347	623	wrong limb
9	1	1	999	5	0	1	2	1	-1000	1	4	187257	188257	1	1	0	1	188974	717	valid
9	1	0	1	1	0	1	2	1	300	4	1	257820	258120	3	4	1	1	259424	1304	block start
9	1	0	2	2	0	1	2	1	-110	4	2	263137	263247	3	4	0	1	264429	1182	valid
9	1	0	3	3	0	1	2	1	-50	3	1	268270	268320	4	3	0	1	270132	1812	valid
9	1	0	4	4	0	1	2	1	-50	1	4	273353	273403	1	1	0	1	274701	1298	valid
9	1	0	5	5	0	1	2	1	-50	3	4	278436	278486	4	3	0	1	281285	2799	valid
9	1	0	6	6	0	1	2	1	300	2	4	283519	283819	2	2	1	1	284749	930	valid
9	1	0	7	7	0	1	2	1	50	2	4	288834	288884	4	3	2	99	291575	2691	wrong limb
9	1	0	8	8	0	1	2	1	-110	3	1	293902	294012	0	0	2	99	0	0	no reaction
9	1	0	9	9	0	1	2	1	110	2	1	299035	299145	2	2	1	1	301447	2302	valid
9	1	0	10	10	0	1	2	1	-300	4	2	304168	304468	3	4	0	1	306253	1785	valid
9	1	0	11	11	0	1	2	1	-300	1	2	309501	309801	1	1	0	1	310695	894	valid
9	1	0	12	12	0	1	2	1	50	4	3	314817	314867	3	4	1	1	317613	2746	valid
9	1	0	13	13	0	1	2	1	110	1	3	319884	319994	1	1	1	1	321953	1959	valid
9	1	0	14	14	0	1	2	1	110	4	1	325017	325127	4	3	2	99	327496	2369	wrong limb
9	1	0	15	15	0	1	2	1	50	2	3	330150	330200	0	0	2	99	0	0	no reaction
9	1	0	16	16	0	1	2	1	-110	1	4	335215	335325	1	1	0	1	336760	1435	valid
9	1	0	17	17	0	1	2	1	300	4	3	340349	340649	3	4	1	1	342341	1692	valid
9	1	0	18	18	0	1	2	1	50	4	1	345683	345733	3	4	1	1	347832	2099	valid
9	1	0	19	19	0	1	2	1	300	1	3	350766	351066	1	1	1	1	352565	1499	valid
9	1	0	20	20	0	1	2	1	-50	1	2	356099	356149	1	1	0	1	358476	2327	valid
9	1	0	21	21	0	1	2	1	300	2	3	361182	361482	2	2	1	1	362375	893	valid
9	1	0	22	22	0	1	2	1	-300	3	1	366515	366815	4	3	0	1	367657	842	valid
9	1	0	23	23	0	1	2	1	-300	3	4	371831	372131	4	3	0	1	373313	1182	valid
9	1	0	24	24	0	1	2	1	300	2	1	377148	377448	2	2	1	1	378219	771	valid
9	1	0	25	25	0	1	2	1	-50	4	2	382481	382531	2	2	1	0	384837	2306	valid
9	1	0	26	26	0	1	2	1	50	2	1	387564	387614	2	2	1	1	389668	2054	valid
9	1	0	27	27	0	1	2	1	-300	1	4	392630	392930	1	1	0	1	393966	1036	valid
9	1	0	28	28	0	1	2	1	110	2	3	397947	398057	2	2	1	1	399153	1096	valid
9	1	0	29	29	0	1	2	1	-110	3	2	403080	403190	3	4	2	99	405675	2485	wrong limb
9	1	0	30	30	0	1	2	1	-300	3	2	408213	408513	4	3	0	1	409472	959	valid
9	1	0	31	31	0	1	2	1	-110	1	2	413546	413656	1	1	0	1	415279	1623	valid
9	1	0	32	32	0	1	2	1	-50	3	2	418679	418729	4	3	0	1	420401	1672	valid
9	1	0	33	33	0	1	2	1	110	2	4	423762	423872	2	2	1	1	424956	1084	valid
9	1	0	34	34	0	1	2	1	50	1	3	428895	428945	0	0	2	99	0	0	no reaction
9	1	0	35	35	0	1	2	1	110	4	3	433962	434072	4	3	0	0	435823	1751	valid
9	1	0	36	36	0	1	2	1	-110	3	4	439095	439205	4	3	0	1	441304	2099	valid
9	1	0	1	37	1	1	2	1	300	4	1	444228	444528	3	4	1	1	445932	1404	valid
9	1	0	7	38	1	1	2	1	50	2	4	449561	449611	2	2	1	1	450938	1327	valid
9	1	0	8	39	1	1	2	1	-110	3	1	454644	454754	4	3	0	1	457561	2807	valid
9	1	0	14	40	1	1	2	1	110	4	1	459777	459887	3	4	1	1	462570	2683	valid
9	1	0	15	41	1	1	2	1	50	2	3	464910	464960	2	2	1	1	466531	1571	valid
9	1	0	29	42	1	1	2	1	-110	3	2	469993	470103	4	3	0	1	470969	866	valid
9	1	0	34	43	1	1	2	1	50	1	3	475126	475176	1	1	1	1	476950	1774	valid
9	2	0	37	1	0	1	2	1	50	4	1	545406	545456	3	4	1	1	546798	1342	block start
9	2	0	38	2	0	1	2	1	-300	1	4	550489	550789	1	1	0	1	551435	646	valid
9	2	0	39	3	0	1	2	1	110	1	3	555806	555916	1	1	1	1	556702	786	valid
9	2	0	40	4	0	1	2	1	-110	3	4	560939	561049	0	0	2	99	0	0	no reaction
9	2	0	41	5	0	1	2	1	110	2	4	566072	566182	2	2	1	1	567054	872	valid
9	2	0	42	6	0	1	2	1	50	2	3	571205	571255	2	2	1	1	572556	1301	valid
9	2	0	43	7	0	1	2	1	110	4	3	576288	576398	4	3	0	0	578012	1614	valid
