subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
1	1	1	999	1	0	1	2	1	-1000	1	2	367294	368294	1	1	0	1	369396	1102	valid
1	1	1	999	2	0	1	2	1	-1000	1	4	373327	374327	0	0	2	99	0	0	no reaction
1	1	1	999	3	0	1	2	1	-1000	4	2	381843	382843	4	3	2	99	383765	922	wrong limb
1	1	1	999	4	0	1	2	1	-1000	4	2	390359	391359	3	4	0	1	391879	520	valid
1	1	1	999	5	0	1	2	1	-1000	1	2	396375	397375	1	1	0	1	398066	691	valid
1	1	0	1	1	0	1	2	1	300	2	3	444072	444372	2	2	1	1	445048	676	valid
1	1	0	2	2	0	1	2	1	50	4	1	449405	449455	1	1	0	0	450842	1387	valid
1	1	0	3	3	0	1	2	1	-110	3	2	454488	454598	4	3	0	1	455277	679	valid
1	1	0	4	4	0	1	2	1	-300	1	2	459621	459921	1	1	0	1	460444	523	valid
1	1	0	5	5	0	1	2	1	110	2	1	464954	465064	2	2	1	1	465682	618	valid
1	1	0	6	6	0	1	2	1	300	4	1	470087	470387	3	4	1	1	470891	504	valid
1	1	0	7	7	0	1	2	1	-300	3	1	475420	475720	4	3	0	1	476278	558	valid
1	1	0	8	8	0	1	2	1	110	4	1	480753	480863	4	3	2	99	481837	974	wrong limb
1	1	0	9	9	0	1	2	1	-50	3	1	485886	485936	4	3	0	1	487973	2037	valid
1	1	0	10	10	0	1	2	1	-50	3	4	490969	491019	3	4	1	0	493814	2795	valid
1	1	0	11	11	0	1	2	1	50	1	3	496052	496102	1	1	1	1	497404	1302	valid
1	1	0	12	12	0	1	2	1	110	1	3	501135	501245	1	1	1	1	502774	1529	valid
1	1	0	13	13	0	1	2	1	-50	1	2	506269	506319	1	1	0	1	507328	1009	valid
1	1	0	14	14	0	1	2	1	-300	1	4	511335	511635	1	1	0	1	512818	1183	valid
1	1	0	15	15	0	1	2	1	300	2	4	516651	516951	2	2	1	1	517722	771	valid
1	1	0	16	16	0	1	2	1	110	4	3	521968	522078	3	4	1	1	522955	877	valid
1	1	0	17	17	0	1	2	1	-50	3	2	527101	527151	2	2	1	0	528258	1107	valid
1	1	0	18	18	0	1	2	1	-300	3	2	532167	532467	4	3	0	1	533051	584	valid
1	1	0	19	19	0	1	2	1	-110	3	1	537500	537610	2	2	2	99	539466	1856	wrong limb
1	1	0	20	20	0	1	2	1	-110	1	4	542633	542743	1	1	0	1	544261	1518	valid
1	1	0	21	21	0	1	2	1	-110	1	2	547766	547876	1	1	0	1	548728	852	valid
1	1	0	22	22	0	1	2	1	-50	4	2	552899	552949	3	4	0	1	554196	1247	valid
1	1	0	23	23	0	1	2	1	50	2	4	557965	558015	3	4	0	0	560138	2123	valid
1	1	0	24	24	0	1	2	1	-50	1	4	563032	563082	1	1	0	1	565523	2441	valid
1	1	0	25	25	0	1	2	1	110	2	4	568115	568225	2	2	1	1	569201	976	valid
1	1	0	26	26	0	1	2	1	-300	4	2	573248	573548	3	4	0	1	574058	510	valid
1	1	0	27	27	0	1	2	1	-300	3	4	578564	578864	4	3	0	1	579418	554	valid
1	1	0	28	28	0	1	2	1	300	2	1	583880	584180	2	2	1	1	584615	435	valid
1	1	0	29	29	0	1	2	1	300	4	3	589213	589513	3	4	1	1	589853	340	valid
1	1	0	30	30	0	1	2	1	-110	3	4	594546	594656	3	4	1	0	595950	1294	valid
1	1	0	31	31	0	1	2	1	50	2	3	599679	599729	2	2	1	1	600809	1080	valid
1	1	0	32	32	0	1	2	1	50	2	1	604762	604812	2	2	1	1	605517	705	valid
1	1	0	33	33	0	1	2	1	110	2	3	609845	609955	2	2	1	1	610855	900	valid
1	1	0	34	34	0	1	2	1	-110	4	2	614979	615089	2	2	1	0	616392	1303	valid
1	1	0	35	35	0	1	2	1	300	1	3	620112	620412	1	1	1	1	621201	789	valid
1	1	0	36	36	0	1	2	1	50	4	3	625445	625495	4	3	0	0	626512	1017	valid
1	1	0	1	37	1	1	2	1	300	2	3	630511	630811	2	2	1	1	631382	571	valid
1	1	0	8	38	1	1	2	1	110	4	1	635827	635937	4	3	2	99	636604	667	wrong limb
1	1	0	19	39	1	1	2	1	-110	3	1	640960	641070	4	3	0	1	642599	1529	valid
1	1	0	8	40	2	1	2	1	110	4	1	646093	646203	2	2	2	99	648296	2093	wrong limb
1	1	0	8	41	3	1	2	1	110	4	1	651226	651336	3	4	1	1	652095	759	valid
1	2	0	37	1	0	1	2	1	-50	3	2	879062	879112	2	2	1	0	880274	1162	valid
1	2	0	38	2	0	1	2	1	110	2	1	884145	884255	2	2	1	1	884827	572	valid
1	2	0	39	3	0	1	2	1	110	4	3	889278	889388	3	4	1	1	889961	573	valid
1	2	0	40	4	0	1	2	1	50	4	1	894411	894461	1	1	0	0	895788	1327	valid
1	2	0	41	5	0	1	2	1	50	1	3	899494	899544	1	1	1	1	900591	1047	valid
1	2	0	42	6	0	1	2	1	300	2	4	904577	904877	2	2	1	1	905610	733	valid
1	2	0	43	7	0	1	2	1	-110	3	1	909910	910020	1	1	1	0	911889	1869	valid
1	2	0	44	8	0	1	2	1	50	2	1	915043	915093	2	2	1	1	916633	1540	valid
1	2	0	45	9	0	1	2	1	110	1	3	920126	920236	1	1	1	1	920974	738	valid
1	2	0	46	10	0	1	2	1	300	4	3	925259	925559	3	4	1	1	926167	608	valid
1	2	0	47	11	0	1	2	1	300	2	1	930592	930892	2	2	1	1	931406	514	valid
1	2	0	48	12	0	1	2	1	50	2	4	935925	935975	3	4	0	0	937747	1772	valid
1	2	0	49	13	0	1	2	1	-50	4	2	941009	941059	3	4	0	1	943053	1994	valid
1	2	0	50	14	0	1	2	1	110	4	1	946092	946202	3	4	1	1	946780	578	valid
1	2	0	51	15	0	1	2	1	-110	1	4	951225	951335	1	1	0	1	952131	796	valid
1	2	0	52	16	0	1	2	1	-50	1	2	956358	956408	1	1	0	1	957332	924	valid
1	2	0	53	17	0	1	2	1	-110	4	2	961441	961551	3	4	0	1	962143	592	valid
1	2	0	54	18	0	1	2	1	110	2	4	966574	966684	2	2	1	1	967264	580	valid
1	2	0	55	19	0	1	2	1	-50	1	4	971707	971757	1	1	0	1	973096	1339	valid
1	2	0	56	20	0	1	2	1	-110	3	2	976773	976883	3	4	2	99	977559	676	wrong limb
1	2	0	57	21	0	1	2	1	-300	1	4	981906	982206	1	1	0	1	983091	885	valid
1	2	0	58	22	0	1	2	1	-50	3	4	987222	987272	4	3	0	1	987859	587	valid
1	2	0	59	23	0	1	2	1	-300	3	1	992305	992605	4	3	0	1	993164	559	valid
