subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
18	2	0	42	6	0	2	1	1	110	1	3	115592	115702	2	1	1	1	116832	1130	valid
18	2	0	43	7	0	2	1	1	110	4	1	120725	120835	2	1	0	0	121937	1102	valid
18	2	0	44	8	0	2	1	1	110	2	1	125858	125968	1	2	1	1	126988	1020	valid
18	2	0	45	9	0	2	1	1	-110	4	2	130991	131101	1	2	1	0	132642	1541	valid
18	2	0	46	10	0	2	1	1	50	2	3	136124	136174	1	2	1	1	137544	1370	valid
18	2	0	47	11	0	2	1	1	-300	4	2	141190	141490	4	4	0	1	142159	669	valid
18	2	0	48	12	0	2	1	1	110	2	3	146507	146617	1	2	1	1	147745	1128	valid
18	2	0	49	13	0	2	1	1	50	2	1	151640	151690	1	2	1	1	152508	818	valid
18	2	0	50	14	0	2	1	1	-50	1	2	156707	156757	1	2	1	0	158174	1417	valid
18	2	0	51	15	0	2	1	1	-50	3	2	161790	161840	1	2	1	0	163072	1232	valid
18	2	0	52	16	0	2	1	1	50	1	3	166873	166923	1	2	2	99	168448	1525	wrong limb
18	2	0	53	17	0	2	1	1	-110	1	2	171956	172066	2	1	0	1	173061	995	valid
18	2	0	54	18	0	2	1	1	300	1	3	177089	177389	1	2	2	99	178787	1398	wrong limb
18	2	0	55	19	0	2	1	1	50	4	1	182422	182472	2	1	0	0	183911	1439	valid
18	2	0	56	20	0	2	1	1	300	4	3	187505	187805	4	4	1	1	188626	821	valid
18	2	0	57	21	0	2	1	1	-300	3	1	192838	193138	1	2	2	99	194032	894	wrong limb
18	2	0	58	22	0	2	1	1	-300	3	2	198171	198471	1	2	1	0	199593	1122	valid
18	2	0	59	23	0	2	1	1	300	2	1	203504	203804	1	2	1	1	204523	719	valid
18	2	0	60	24	0	2	1	1	50	4	3	208837	208887	4	4	1	1	210001	1114	valid
18	2	0	61	25	0	2	1	1	110	2	4	213920	214030	1	2	1	1	215049	1019	valid
18	2	0	62	26	0	2	1	1	-50	1	4	219053	219103	4	4	1	0	221733	2630	valid
18	2	0	63	27	0	2	1	1	-110	3	4	224136	224246	3	3	0	1	225834	1588	valid
18	2	0	64	28	0	2	1	1	-300	3	4	229269	229569	3	3	0	1	230184	615	valid
18	2	0	65	29	0	2	1	1	300	4	1	234602	234902	4	4	1	1	235625	723	valid
18	2	0	66	30	0	2	1	1	-50	4	2	239935	239985	1	2	1	0	241222	1237	valid
18	2	0	67	31	0	2	1	1	-110	1	4	245018	245128	2	1	0	1	246175	1047	valid
18	2	0	68	32	0	2	1	1	300	2	3	250151	250451	1	2	1	1	251213	762	valid
18	2	0	69	33	0	2	1	1	-50	3	1	255467	255517	2	1	1	0	257223	1706	valid
18	2	0	70	34	0	2	1	1	50	2	4	260534	260584	1	2	1	1	262103	1519	valid
18	2	0	71	35	0	2	1	1	-110	3	2	265599	265709	3	3	0	1	267446	1737	valid
18	2	0	72	36	0	2	1	1	-300	1	4	270733	271033	2	1	0	1	271834	801	valid
18	2	0	37	37	1	2	1	1	-110	3	1	276049	276159	3	3	0	1	277448	1289	valid
18	2	0	52	38	1	2	1	1	50	1	3	281182	281232	3	3	0	0	283494	2262	valid
18	2	0	54	39	1	2	1	1	300	1	3	286249	286549	2	1	1	1	287310	761	valid
18	2	0	57	40	1	2	1	1	-300	3	1	291582	291882	3	3	0	1	292467	585	valid
18	3	1	999	1	0	2	2	1	-1000	3	2	354711	355711	4	3	0	1	356462	751	valid
18	3	1	999	2	0	2	2	1	-1000	3	4	360744	361744	4	3	0	1	362588	844	valid
18	3	1	999	3	0	2	2	1	1000	2	1	366777	367777	1	2	1	1	369104	1327	valid
18	3	1	999	4	0	2	2	1	1000	2	3	372793	373793	1	2	1	1	374453	660	valid
18	3	1	999	5	0	2	2	1	1000	1	3	378810	379810	2	1	1	1	380451	641	valid
18	3	0	73	1	0	2	2	1	110	2	4	386142	386252	1	2	1	1	387305	1053	block start
18	3	0	74	2	0	2	2	1	300	4	1	391275	391575	3	4	1	1	392381	806	valid
18	3	0	75	3	0	2	2	1	300	4	3	396608	396908	3	4	1	1	397607	699	valid
18	3	0	76	4	0	2	2	1	300	1	3	401941	402241	2	1	1	1	403000	759	valid
18	3	0	77	5	0	2	2	1	-50	1	4	407274	407324	4	3	2	99	409104	1780	wrong limb
18	3	0	78	6	0	2	2	1	-110	3	1	412357	412467	2	1	1	0	414189	1722	valid
18	3	0	79	7	0	2	2	1	-50	3	1	417491	417541	2	1	1	0	419297	1756	valid
18	3	0	80	8	0	2	2	1	-110	3	4	422574	422684	4	3	0	1	424160	1476	valid
18	3	0	81	9	0	2	2	1	110	4	1	427707	427817	3	4	1	1	429065	1248	valid
18	3	0	82	10	0	2	2	1	-300	1	2	432840	433140	2	1	0	1	434046	906	valid
18	3	0	83	11	0	2	2	1	50	2	4	438155	438205	1	2	1	1	439794	1589	valid
18	3	0	84	12	0	2	2	1	-50	3	4	443222	443272	3	4	1	0	444498	1226	valid
18	3	0	85	13	0	2	2	1	50	2	3	448289	448339	1	2	1	1	450509	2170	valid
18	3	0	86	14	0	2	2	1	50	1	3	453372	453422	2	1	1	1	454790	1368	valid
18	3	0	87	15	0	2	2	1	110	2	3	458455	458565	1	2	1	1	459426	861	valid
18	3	0	88	16	0	2	2	1	-50	1	2	463588	463638	2	1	0	1	465704	2066	valid
18	3	0	89	17	0	2	2	1	50	4	3	468671	468721	4	3	0	0	470541	1820	valid
18	3	0	90	18	0	2	2	1	-300	3	1	473754	474054	4	3	0	1	475126	1072	valid
18	3	0	91	19	0	2	2	1	50	2	1	479070	479120	2	1	0	0	480469	1349	valid
18	3	0	92	20	0	2	2	1	-50	4	2	484136	484186	4	3	2	99	485977	1791	wrong limb
18	3	0	93	21	0	2	2	1	-50	3	2	489219	489269	2	1	2	99	490995	1726	wrong limb
18	3	0	94	22	0	2	2	1	-300	3	2	494302	494602	4	3	0	1	495716	1114	valid
18	3	0	95	23	0	2	2	1	-300	4	2	499635	499935	3	4	0	1	500748	813	valid
18	3	0	96	24	0	2	2	1	110	1	3	504951	505061	2	1	1	1	505993	932	valid
18	3	0	97	25	0	2	2	1	-300	1	4	510085	510385	2	1	0	1	511010	625	valid
18	3	0	98	26	0	2	2	1	-110	4	2	515401	515511	1	2	1	0	516857	1346	valid
18	3	0	99	27	0	2	2	1	300	2	4	520534	520834	1	2	1	1	521649	815	valid
18	3	0	100	28	0	2	2	1	-110	1	4	525851	525961	2	1	0	1	527107	1146	valid
18	3	0	101	29	0	2	2	1	-300	3	4	530984	531284	4	3	0	1	532154	870	valid
18	3	0	102	30	0	2	2	1	-110	1	2	536317	536427	2	1	0	1	537602	1175	valid
18	3	0	103	31	0	2	2	1	300	2	1	541450	541750	2	1	0	0	542735	985	valid
18	3	0	104	32	0	2	2	1	110	4	3	546783	546893	4	3	0	0	548000	1107	valid
18	3	0	105	33	0	2	2	1	50	4	1	551916	551966	2	1	0	0	553374	1408	valid
18	3	0	106	34	0	2	2	1	300	2	3	556999	557299	1	2	1	1	559706	2407	valid
18	3	0	107	35	0	2	2	1	110	2	1	562315	562425	2	1	0	0	564976	2551	valid
18	3	0	108	36	0	2	2	1	-110	3	2	567448	567558	1	2	1	0	569684	2126	valid
18	3	0	73	37	1	2	2	1	110	2	4	572581	572691	1	2	1	1	573779	1088	valid
18	3	0	77	38	1	2	2	1	-50	1	4	577714	577764	2	1	0	1	579578	1814	valid
18	3	0	92	39	1	2	2	1	-50	4	2	582797	582847	1	2	1	0	584102	1255	valid
18	3	0	93	40	1	2	2	1	-50	3	2	587863	587913	1	2	1	0	589288	1375	valid
18	4	0	109	1	0	2	2	1	300	2	1	595696	595996	1	2	1	1	596812	816	block start
18	4	0	110	2	0	2	2	1	50	4	3	601029	601079	3	4	1	1	602518	1439	valid
18	4	0	111	3	0	2	2	1	-50	3	2	606094	606144	1	2	1	0	607836	1692	valid
18	4	0	112	4	0	2	2	1	110	2	3	611162	611272	1	2	1	1	612473	1201	valid
18	4	0	113	5	0	2	2	1	300	4	3	616295	616595	4	3	0	0	617524	929	valid
18	4	0	114	6	0	2	2	1	-110	1	4	621611	621721	2	1	0	1	623113	1392	valid
18	4	0	115	7	0	2	2	1	50	4	1	626744	626794	2	1	0	0	627893	1099	valid
18	4	0	116	8	0	2	2	1	50	1	3	631811	631861	2	1	1	1	633164	1303	valid
18	4	0	117	9	0	2	2	1	300	2	3	636894	637194	1	2	1	1	637990	796	valid
18	4	0	118	10	0	2	2	1	-300	3	1	642209	642509	2	1	1	0	643500	991	valid
18	4	0	119	11	0	2	2	1	300	4	1	647526	647826	3	4	1	1	648513	687	valid
18	4	0	120	12	0	2	2	1	-50	3	1	652843	652893	3	4	2	99	654186	1293	wrong limb
18	4	0	121	13	0	2	2	1	110	2	4	657909	658019	3	4	0	0	660259	2240	valid
18	4	0	122	14	0	2	2	1	-300	1	4	663042	663342	2	1	0	1	664060	718	valid
18	4	0	123	15	0	2	2	1	-50	1	4	668358	668408	2	1	0	1	670143	1735	valid
18	4	0	124	16	0	2	2	1	-110	1	2	673441	673551	2	1	0	1	674773	1222	valid
18	4	0	125	17	0	2	2	1	-300	3	4	678574	678874	3	4	1	0	679506	632	valid
18	4	0	126	18	0	2	2	1	-300	1	2	683907	684207	2	1	0	1	684854	647	valid
18	4	0	127	19	0	2	2	1	-110	3	2	689240	689350	2	1	2	99	691083	1733	wrong limb
18	4	0	128	20	0	2	2	1	300	1	3	694373	694673	2	1	1	1	695706	1033	valid
18	4	0	129	21	0	2	2	1	50	2	4	699706	699756	3	4	0	0	701296	1540	valid
18	4	0	130	22	0	2	2	1	-300	3	2	704790	705090	3	4	2	99	705679	589	wrong limb
18	4	0	131	23	0	2	2	1	110	4	1	710123	710233	2	1	0	0	712519	2286	valid
18	4	0	132	24	0	2	2	1	110	2	1	715256	715366	1	2	1	1	717445	2079	valid
18	4	0	133	25	0	2	2	1	-50	1	2	720389	720439	1	2	1	0	722377	1938	valid
18	4	0	134	26	0	2	2	1	300	2	4	725472	725772	4	3	2	99	728441	2669	wrong limb
18	4	0	135	27	0	2	2	1	50	2	1	730805	730855	2	1	0	0	733303	2448	valid
18	4	0	136	28	0	2	2	1	-110	3	1	735888	735998	0	0	2	99	0	0	no reaction
18	4	0	137	29	0	2	2	1	110	1	3	741021	741131	4	3	0	0	743651	2520	valid
18	4	0	138	30	0	2	2	1	-50	3	4	746154	746204	3	4	1	0	748785	2581	valid
18	4	0	139	31	0	2	2	1	-110	4	2	751237	751347	3	4	0	1	753256	1909	valid
18	4	0	140	32	0	2	2	1	110	4	3	756370	756480	3	4	1	1	758944	2464	valid
18	4	0	141	33	0	2	2	1	50	2	3	761503	761553	1	2	1	1	763157	1604	valid
18	4	0	142	34	0	2	2	1	-300	4	2	766586	766886	3	4	0	1	767775	889	valid
18	4	0	143	35	0	2	2	1	-110	3	4	771919	772029	3	4	1	0	773271	1242	valid
18	4	0	144	36	0	2	2	1	-50	4	2	777052	777102	3	4	0	1	779497	2395	valid
18	4	0	109	37	1	2	2	1	300	2	1	782117	782417	2	1	0	0	784307	1890	valid
18	4	0	120	38	1	2	2	1	-50	3	1	787434	787484	4	3	0	1	789798	2314	valid
18	4	0	127	39	1	2	2	1	-110	3	2	792517	792627	4	3	0	1	794377	1750	valid
18	4	0	130	40	1	2	2	1	-300	3	2	797650	797950	4	3	0	1	799307	1357	valid
18	4	0	134	41	1	2	2	1	300	2	4	802983	803283	1	2	1	1	804315	1032	valid
18	4	0	136	42	1	2	2	1	-110	3	1	808316	808426	4	3	0	1	811054	2628	valid
18	5	1	999	1	0	1	1	1	1000	1	3	836815	837815	1	1	1	1	839338	1523	valid
18	5	1	999	2	0	1	1	1	-1000	1	2	842848	843848	1	1	0	1	844660	812	valid
18	5	1	999	3	0	1	1	1	1000	4	3	848881	849881	4	4	1	1	850371	490	valid
18	5	1	999	4	0	1	1	1	-1000	1	4	854914	855914	1	1	0	1	856841	927	valid
18	5	1	999	5	0	1	1	1	-1000	1	2	860947	861947	1	1	0	1	862880	933	valid
18	5	0	145	1	0	1	1	1	-50	3	2	867929	867979	2	2	1	0	869542	1563	block start
18	5	0	146	2	0	1	1	1	110	4	1	873012	873122	4	4	1	1	874291	1169	valid
18	5	0	147	3	0	1	1	1	-110	3	4	878145	878255	3	3	0	1	878950	695	valid
18	5	0	148	4	0	1	1	1	-300	3	4	883279	883579	3	3	0	1	884075	496	valid
18	5	0	149	5	0	1	1	1	-110	1	4	888594	888704	1	1	0	1	890910	2206	valid
18	5	0	150	6	0	1	1	1	-300	1	4	893728	894028	1	1	0	1	895001	973	valid
18	5	0	151	7	0	1	1	1	-50	1	4	899061	899111	4	4	1	0	900969	1858	valid
18	5	0	152	8	0	1	1	1	-300	3	1	904126	904426	3	3	0	1	905171	745	valid
18	5	0	153	9	0	1	1	1	-300	3	2	909444	909744	3	3	0	1	910407	663	valid
18	5	0	154	10	0	1	1	1	110	2	1	914777	914887	2	2	1	1	916035	1148	valid
18	5	0	155	11	0	1	1	1	300	1	3	919910	920210	1	1	1	1	921173	963	valid
18	5	0	156	12	0	1	1	1	110	4	3	925243	925353	3	3	0	0	927379	2026	valid
18	5	0	157	13	0	1	1	1	300	4	1	930376	930676	4	4	1	1	931167	491	valid
18	5	0	158	14	0	1	1	1	50	2	3	935709	935759	2	2	1	1	937365	1606	valid
18	5	0	159	15	0	1	1	1	-110	3	1	940792	940902	3	3	0	1	943297	2395	valid
18	5	0	160	16	0	1	1	1	-50	3	4	945925	945975	3	3	0	1	947802	1827	valid
18	5	0	161	17	0	1	1	1	-300	1	2	951008	951308	1	1	0	1	952258	950	valid
18	5	0	162	18	0	1	1	1	-110	1	2	956341	956451	1	1	0	1	958111	1660	valid
18	5	0	163	19	0	1	1	1	50	4	3	961474	961524	3	3	0	0	962829	1305	valid
18	5	0	164	20	0	1	1	1	50	2	1	966557	966607	2	2	1	1	968233	1626	valid
18	5	0	165	21	0	1	1	1	300	2	4	971640	971940	2	2	1	1	972947	1007	valid
18	5	0	166	22	0	1	1	1	300	2	1	976973	977273	2	2	1	1	978096	823	valid
18	5	0	167	23	0	1	1	1	-50	4	2	982306	982356	2	2	1	0	984062	1706	valid
18	5	0	168	24	0	1	1	1	-110	3	2	987389	987499	3	3	0	1	988239	740	valid
18	5	0	169	25	0	1	1	1	300	2	3	992522	992822	2	2	1	1	993532	710	valid
18	5	0	170	26	0	1	1	1	50	2	4	997855	997905	2	2	1	1	999348	1443	valid
18	5	0	171	27	0	1	1	1	-50	1	2	1002938	1002988	2	2	1	0	1004561	1573	valid
18	5	0	172	28	0	1	1	1	-110	4	2	1008021	1008131	2	2	1	0	1010685	2554	valid
18	5	0	173	29	0	1	1	1	-300	4	2	1013154	1013454	4	4	0	1	1014072	618	valid
18	5	0	174	30	0	1	1	1	50	1	3	1018487	1018537	3	3	0	0	1020555	2018	valid
18	5	0	175	31	0	1	1	1	300	4	3	1023570	1023870	4	4	1	1	1024331	461	valid
18	5	0	176	32	0	1	1	1	-50	3	1	1028903	1028953	3	3	0	1	1030715	1762	valid
18	5	0	177	33	0	1	1	1	110	2	3	1033986	1034096	0	0	2	99	0	0	no reaction
18	5	0	178	34	0	1	1	1	50	4	1	1039119	1039169	4	4	1	1	1040939	1770	valid
18	5	0	179	35	0	1	1	1	110	1	3	1044202	1044312	3	3	0	0	1046480	2168	valid
18	5	0	180	36	0	1	1	1	110	2	4	1049335	1049445	2	2	1	1	1051067	1622	valid
18	5	0	145	37	1	1	1	1	-50	3	2	1054468	1054518	3	3	0	1	1055606	1088	valid
18	5	0	177	38	1	1	1	1	110	2	3	1059534	1059644	2	2	1	1	1061492	1848	valid
18	6	0	181	1	0	1	1	1	300	2	3	1065584	1065884	2	2	1	1	1066785	901	block start
18	6	0	182	2	0	1	1	1	50	2	3	1070917	1070967	3	3	0	0	1072360	1393	valid
18	6	0	183	3	0	1	1	1	110	4	3	1075983	1076093	3	3	0	0	1078166	2073	valid
18	6	0	184	4	0	1	1	1	-300	3	4	1081116	1081416	3	3	0	1	1081988	572	valid
18	6	0	185	5	0	1	1	1	-110	4	2	1086433	1086543	4	4	0	1	1087770	1227	valid
18	6	0	186	6	0	1	1	1	110	4	1	1091566	1091676	4	4	1	1	1092304	628	valid
18	6	0	187	7	0	1	1	1	-300	1	2	1096699	1096999	1	1	0	1	1097918	919	valid
18	6	0	188	8	0	1	1	1	50	2	4	1102015	1102065	2	2	1	1	1104520	2455	valid
18	6	0	189	9	0	1	1	1	50	4	1	1107098	1107148	4	4	1	1	1108428	1280	valid
18	6	0	190	10	0	1	1	1	110	2	3	1112164	1112274	0	0	2	99	0	0	no reaction
18	6	0	191	11	0	1	1	1	300	4	3	1117297	1117597	4	4	1	1	1118322	725	valid
18	6	0	192	12	0	1	1	1	-50	4	2	1122630	1122680	4	4	0	1	1123746	1066	valid
18	6	0	193	13	0	1	1	1	-50	3	2	1127713	1127763	3	3	0	1	1129226	1463	valid
18	6	0	194	14	0	1	1	1	-50	3	1	1132796	1132846	3	3	0	1	1134124	1278	valid
18	6	0	195	15	0	1	1	1	-300	3	2	1137862	1138162	3	3	0	1	1138796	634	valid
18	6	0	196	16	0	1	1	1	-110	1	4	1143179	1143289	1	1	0	1	1145502	2213	valid
18	6	0	197	17	0	1	1	1	-50	1	4	1148312	1148362	1	1	0	1	1150721	2359	valid
18	6	0	198	18	0	1	1	1	-110	3	1	1153379	1153489	3	3	0	1	1155855	2366	valid
18	6	0	199	19	0	1	1	1	-110	3	4	1158512	1158622	3	3	0	1	1159650	1028	valid
18	6	0	200	20	0	1	1	1	-300	1	4	1163645	1163945	1	1	0	1	1165390	1445	valid
18	6	0	201	21	0	1	1	1	110	2	4	1168961	1169071	2	2	1	1	1170447	1376	valid
18	6	0	202	22	0	1	1	1	-50	1	2	1174094	1174144	1	1	0	1	1175641	1497	valid
18	6	0	203	23	0	1	1	1	110	2	1	1179160	1179270	2	2	1	1	1180263	993	valid
18	6	0	204	24	0	1	1	1	50	2	1	1184293	1184343	1	1	0	0	1186025	1682	valid
18	6	0	205	25	0	1	1	1	-110	1	2	1189360	1189470	1	1	0	1	1190507	1037	valid
18	6	0	206	26	0	1	1	1	300	4	1	1194493	1194793	4	4	1	1	1195787	994	valid
18	6	0	207	27	0	1	1	1	300	2	1	1199809	1200109	2	2	1	1	1200894	785	valid
18	6	0	208	28	0	1	1	1	-300	4	2	1205142	1205442	4	4	0	1	1206438	996	valid
18	6	0	209	29	0	1	1	1	300	1	3	1210458	1210758	1	1	1	1	1211575	817	valid
18	6	0	210	30	0	1	1	1	50	4	3	1215775	1215825	3	3	0	0	1217790	1965	valid
18	6	0	211	31	0	1	1	1	50	1	3	1220858	1220908	1	1	1	1	1222993	2085	valid
18	6	0	212	32	0	1	1	1	300	2	4	1225941	1226241	2	2	1	1	1227566	1325	valid
18	6	0	213	33	0	1	1	1	-300	3	1	1231274	1231574	3	3	0	1	1232234	660	valid
18	6	0	214	34	0	1	1	1	-50	3	4	1236590	1236640	3	3	0	1	1238171	1531	valid
18	6	0	215	35	0	1	1	1	110	1	3	1241656	1241766	1	1	1	1	1243312	1546	valid
18	6	0	216	36	0	1	1	1	-110	3	2	1246789	1246899	3	3	0	1	1248533	1634	valid
18	6	0	181	37	1	1	1	1	300	2	3	1251922	1252222	2	2	1	1	1252953	731	valid
18	6	0	190	38	1	1	1	1	110	2	3	1257256	1257366	2	2	1	1	1258871	1505	valid
18	7	1	999	1	0	1	2	1	1000	2	4	1313619	1314619	0	0	2	99	0	0	no reaction
18	7	1	999	2	0	1	2	1	1000	4	1	1322152	1323152	3	4	1	1	1323861	709	valid
18	7	1	999	3	0	1	2	1	1000	4	1	1328168	1329168	3	4	1	1	1329831	663	valid
18	7	1	999	4	0	1	2	1	1000	2	3	1334201	1335201	2	2	1	1	1335681	480	valid
18	7	1	999	5	0	1	2	1	1000	4	1	1340234	1341234	3	4	1	1	1341743	509	valid
18	7	0	217	1	0	1	2	1	-50	1	2	1347600	1347650	1	1	0	1	1349237	1587	block start
18	7	0	218	2	0	1	2	1	-110	1	4	1352683	1352793	1	1	0	1	1354848	2055	valid
18	7	0	219	3	0	1	2	1	50	1	3	1357816	1357866	1	1	1	1	1359728	1862	valid
18	7	0	220	4	0	1	2	1	-50	3	1	1362882	1362932	1	1	1	0	1364266	1334	several button presses
18	7	0	221	5	0	1	2	1	-300	3	1	1367949	1368249	4	3	0	1	1370020	1771	valid
18	7	0	222	6	0	1	2	1	50	4	1	1373282	1373332	4	3	2	99	1375514	2182	wrong limb
18	7	0	223	7	0	1	2	1	-300	4	2	1378365	1378665	4	3	2	99	1380444	1779	wrong limb
18	7	0	224	8	0	1	2	1	50	2	4	1383698	1383748	3	4	0	0	1385786	2038	valid
18	7	0	225	9	0	1	2	1	-300	1	2	1388781	1389081	1	1	0	1	1390390	1309	valid
18	7	0	226	10	0	1	2	1	300	2	4	1394114	1394414	2	2	1	1	1395665	1251	valid
18	7	0	227	11	0	1	2	1	-110	3	1	1399447	1399557	4	3	0	1	1401146	1589	valid
18	7	0	228	12	0	1	2	1	110	1	3	1404580	1404690	4	3	0	0	1406350	1660	valid
18	7	0	229	13	0	1	2	1	-50	4	2	1409713	1409763	3	4	0	1	1411067	1304	valid
18	7	0	230	14	0	1	2	1	110	4	3	1414779	1414889	3	4	1	1	1416869	1980	valid
18	7	0	231	15	0	1	2	1	-110	3	2	1419912	1420022	4	3	0	1	1421121	1099	valid
18	7	0	232	16	0	1	2	1	-50	1	4	1425045	1425095	4	3	2	99	1426982	1887	wrong limb
