subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
4	1	1	999	1	0	1	1	1	1000	2	1	133975	134975	2	2	1	1	136650	1675	valid
4	1	1	999	2	0	1	1	1	1000	2	1	140008	141008	2	2	1	1	141673	665	valid
4	1	1	999	3	0	1	1	1	-1000	4	2	146041	147041	4	4	0	1	148130	1089	valid
4	1	1	999	4	0	1	1	1	1000	4	1	152074	153074	4	4	1	1	153663	589	valid
4	1	1	999	5	0	1	1	1	1000	2	4	158107	159107	2	2	1	1	159727	620	valid
4	1	0	1	1	0	1	1	1	-50	1	2	203787	203837	1	1	0	1	204697	860	block start
4	1	0	2	2	0	1	1	1	110	2	4	208870	208980	2	2	1	1	209808	828	valid
4	1	0	3	3	0	1	1	1	50	2	4	214003	214053	2	2	1	1	214736	683	valid
4	1	0	4	4	0	1	1	1	-110	1	4	219069	219179	1	1	0	1	220376	1197	valid
4	1	0	5	5	0	1	1	1	110	2	1	224202	224312	2	2	1	1	225053	741	valid
4	1	0	6	6	0	1	1	1	-300	3	1	229335	229635	3	3	0	1	230193	558	valid
4	1	0	7	7	0	1	1	1	-110	4	2	234652	234762	4	4	0	1	235597	835	valid
4	1	0	8	8	0	1	1	1	-50	3	2	239785	239835	3	3	0	1	240595	760	valid
4	1	0	9	9	0	1	1	1	-110	3	2	244868	244978	3	3	0	1	245569	591	valid
4	1	0	10	10	0	1	1	1	300	2	1	250001	250301	2	2	1	1	250660	359	valid
4	1	0	11	11	0	1	1	1	50	4	3	255316	255366	4	4	1	1	256059	693	valid
4	1	0	12	12	0	1	1	1	300	4	1	260384	260684	4	4	1	1	261303	619	valid
4	1	0	13	13	0	1	1	1	-110	3	1	265717	265827	1	1	1	0	266639	812	valid
4	1	0	14	14	0	1	1	1	110	2	3	270850	270960	2	2	1	1	271577	617	valid
4	1	0	15	15	0	1	1	1	-50	3	4	275983	276033	3	3	0	1	277130	1097	valid
4	1	0	16	16	0	1	1	1	-300	3	2	281066	281366	3	3	0	1	281834	468	valid
4	1	0	17	17	0	1	1	1	-110	1	2	286399	286509	1	1	0	1	286994	485	valid
4	1	0	18	18	0	1	1	1	-50	4	2	291532	291582	4	4	0	1	292150	568	valid
4	1	0	19	19	0	1	1	1	-300	3	4	296615	296915	3	3	0	1	297237	322	valid
4	1	0	20	20	0	1	1	1	-50	1	4	301948	301998	1	1	0	1	302510	512	valid
4	1	0	21	21	0	1	1	1	-110	3	4	307014	307124	3	3	0	1	307653	529	valid
4	1	0	22	22	0	1	1	1	110	4	1	312147	312257	4	4	1	1	312838	581	valid
4	1	0	23	23	0	1	1	1	-300	4	2	317280	317580	4	4	0	1	318061	481	valid
4	1	0	24	24	0	1	1	1	300	2	3	322596	322896	2	2	1	1	323086	190	valid
4	1	0	25	25	0	1	1	1	-300	1	2	327929	328229	1	1	0	1	328583	354	valid
4	1	0	26	26	0	1	1	1	300	4	3	333245	333545	4	4	1	1	333937	392	valid
4	1	0	27	27	0	1	1	1	50	2	1	338562	338612	2	2	1	1	339968	1356	valid
4	1	0	28	28	0	1	1	1	300	1	3	343645	343945	1	1	1	1	344269	324	valid
4	1	0	29	29	0	1	1	1	50	2	3	348961	349011	2	2	1	1	349603	592	valid
4	1	0	30	30	0	1	1	1	110	1	3	354027	354137	1	1	1	1	354614	477	valid
4	1	0	31	31	0	1	1	1	-300	1	4	359161	359461	1	1	0	1	359774	313	valid
4	1	0	32	32	0	1	1	1	50	1	3	364494	364544	1	1	1	1	365074	530	valid
4	1	0	33	33	0	1	1	1	110	4	3	369577	369687	4	4	1	1	370346	659	valid
4	1	0	34	34	0	1	1	1	-50	3	1	374710	374760	3	3	0	1	375447	687	valid
4	1	0	35	35	0	1	1	1	300	2	4	379776	380076	2	2	1	1	380236	160	valid
4	1	0	36	36	0	1	1	1	50	4	1	385093	385143	3	3	2	99	386732	1589	wrong limb
4	1	0	1	37	1	1	1	1	-50	1	2	390176	390226	1	1	0	1	391689	1463	valid
4	1	0	36	38	1	1	1	1	50	4	1	395241	395291	4	4	1	1	397046	1755	valid
4	2	0	37	1	0	1	1	1	50	2	3	425340	425390	2	2	1	1	426109	719	block start
4	2	0	38	2	0	1	1	1	110	2	1	430423	430533	2	2	1	1	431002	469	valid
4	2	0	39	3	0	1	1	1	-110	3	1	435556	435666	3	3	0	1	436917	1251	valid
4	2	0	40	4	0	1	1	1	-50	4	2	440689	440739	2	2	1	0	441469	730	valid
