subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
15	1	1	999	1	0	2	2	1	1000	2	3	195023	196023	1	2	1	1	197297	1274	valid
15	1	1	999	2	0	2	2	1	-1000	3	1	201040	202040	4	3	0	1	202843	803	valid
15	1	1	999	3	0	2	2	1	1000	4	1	207073	208073	3	4	1	1	208885	812	valid
15	1	1	999	4	0	2	2	1	1000	2	1	213106	214106	1	2	1	1	215378	1272	valid
15	1	1	999	5	0	2	2	1	-1000	3	1	219121	220121	4	3	0	1	220917	796	valid
15	1	0	1	1	0	2	2	1	-50	1	4	226238	226288	1	2	2	99	227361	1073	block start
15	1	0	2	2	0	2	2	1	-50	1	2	231321	231371	2	1	0	1	232479	1108	valid
15	1	0	3	3	0	2	2	1	50	2	4	236405	236455	1	2	1	1	237588	1133	valid
15	1	0	4	4	0	2	2	1	-110	1	2	241488	241598	2	1	0	1	242704	1106	valid
15	1	0	5	5	0	2	2	1	-110	3	4	246621	246731	4	3	0	1	247993	1262	valid
15	1	0	6	6	0	2	2	1	-300	1	2	251754	252054	2	1	0	1	252886	832	valid
15	1	0	7	7	0	2	2	1	-300	1	4	257070	257370	2	1	0	1	258364	994	valid
15	1	0	8	8	0	2	2	1	300	1	3	262387	262687	2	1	1	1	263943	1256	valid
15	1	0	9	9	0	2	2	1	110	4	3	267720	267830	4	3	0	0	269076	1246	valid
15	1	0	10	10	0	2	2	1	110	2	4	272853	272963	1	2	1	1	273769	806	valid
15	1	0	11	11	0	2	2	1	50	4	1	277986	278036	2	1	0	0	278831	795	valid
15	1	0	12	12	0	2	2	1	-50	3	4	283051	283101	4	3	0	1	284187	1086	valid
15	1	0	13	13	0	2	2	1	-300	3	2	288119	288419	4	3	0	1	289350	931	valid
15	1	0	14	14	0	2	2	1	110	2	3	293434	293544	1	2	1	1	294458	914	valid
15	1	0	15	15	0	2	2	1	-110	3	2	298568	298678	2	1	2	99	300093	1415	wrong limb
15	1	0	16	16	0	2	2	1	-50	3	2	303701	303751	4	3	0	1	305116	1365	valid
