subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
11	1	1	999	1	0	2	2	1	1000	4	1	109395	110395	3	4	1	1	111175	780	valid
11	1	1	999	2	0	2	2	1	1000	4	3	115428	116428	3	4	1	1	117023	595	valid
11	1	1	999	3	0	2	2	1	-1000	3	2	121461	122461	4	3	0	1	123174	713	valid
11	1	1	999	4	0	2	2	1	-1000	1	2	127495	128495	2	1	0	1	129116	621	valid
11	1	1	999	5	0	2	2	1	1000	4	3	133510	134510	3	4	1	1	135197	687	valid
11	1	0	1	1	0	2	2	1	-50	3	1	140177	140227	2	1	1	0	142362	2135	block start
11	1	0	2	2	0	2	2	1	110	2	1	145260	145370	1	2	1	1	147069	1699	valid
11	1	0	3	3	0	2	2	1	-50	3	2	150393	150443	4	3	0	1	152067	1624	valid
11	1	0	4	4	0	2	2	1	-300	3	2	155459	155759	4	3	0	1	156389	630	valid
11	1	0	5	5	0	2	2	1	-300	1	4	160776	161076	2	1	0	1	161699	623	valid
11	1	0	6	6	0	2	2	1	300	4	1	166109	166409	4	3	2	99	167017	608	wrong limb
11	1	0	7	7	0	2	2	1	300	2	1	171442	171742	1	2	1	1	172402	660	valid
11	1	0	8	8	0	2	2	1	-110	3	4	176775	176885	4	3	0	1	177605	720	valid
11	1	0	9	9	0	2	2	1	50	2	1	181908	181958	2	1	0	0	183419	1461	valid
11	1	0	10	10	0	2	2	1	50	2	4	186974	187024	1	2	1	1	188004	980	valid
11	1	0	11	11	0	2	2	1	50	2	3	192058	192108	3	4	2	99	193309	1201	wrong limb
11	1	0	12	12	0	2	2	1	-50	1	2	197141	197191	2	1	0	1	198642	1451	valid
11	1	0	13	13	0	2	2	1	300	2	3	202224	202524	1	2	1	1	203100	576	valid
11	1	0	14	14	0	2	2	1	-300	3	4	207557	207857	4	3	0	1	208539	682	valid
11	1	0	15	15	0	2	2	1	50	4	1	212873	212923	4	3	2	99	214391	1468	wrong limb
11	1	0	16	16	0	2	2	1	50	1	3	217940	217990	2	1	1	1	218875	885	valid
11	1	0	17	17	0	2	2	1	-110	1	2	223023	223133	1	2	1	0	223849	716	valid
11	1	0	18	18	0	2	2	1	110	1	3	228156	228266	2	1	1	1	229015	749	valid
11	1	0	19	19	0	2	2	1	-110	4	2	233289	233399	3	4	0	1	234198	799	valid
11	1	0	20	20	0	2	2	1	300	2	4	238422	238722	1	2	1	1	239239	517	valid
11	1	0	21	21	0	2	2	1	110	2	4	243739	243849	1	2	1	1	244497	648	valid
11	1	0	22	22	0	2	2	1	-110	3	1	248872	248982	4	3	0	1	249816	834	valid
11	1	0	23	23	0	2	2	1	110	2	3	254005	254115	1	2	1	1	254807	692	valid
11	1	0	24	24	0	2	2	1	-110	3	2	259138	259248	2	1	2	99	260635	1387	wrong limb
11	1	0	25	25	0	2	2	1	110	4	3	264271	264381	4	3	0	0	265092	711	valid
11	1	0	26	26	0	2	2	1	50	4	3	269404	269454	3	4	1	1	271543	2089	valid
11	1	0	27	27	0	2	2	1	-110	1	4	274471	274581	2	1	0	1	275263	682	valid
11	1	0	28	28	0	2	2	1	-300	3	1	279604	279904	4	3	0	1	280431	527	valid
11	1	0	29	29	0	2	2	1	-50	3	4	284937	284987	4	3	0	1	286549	1562	valid
11	1	0	30	30	0	2	2	1	-50	1	4	290020	290070	3	4	1	0	291992	1922	valid
11	1	0	31	31	0	2	2	1	110	4	1	295086	295196	3	4	1	1	297300	2104	valid
11	1	0	32	32	0	2	2	1	300	1	3	300219	300519	2	1	1	1	301089	570	valid
11	1	0	33	33	0	2	2	1	-300	4	2	305536	305836	3	4	0	1	306342	506	valid
11	1	0	34	34	0	2	2	1	-300	1	2	310869	311169	2	1	0	1	311802	633	valid
11	1	0	35	35	0	2	2	1	-50	4	2	316185	316235	2	1	2	99	317859	1624	wrong limb
11	1	0	36	36	0	2	2	1	300	4	3	321252	321552	3	4	1	1	322064	512	valid
11	1	0	1	37	1	2	2	1	-50	3	1	326585	326635	3	4	2	99	328478	1843	wrong limb
11	1	0	6	38	1	2	2	1	300	4	1	331668	331968	3	4	1	1	332554	586	valid
11	1	0	11	39	1	2	2	1	50	2	3	337001	337051	1	2	1	1	338267	1216	valid
11	1	0	15	40	1	2	2	1	50	4	1	342084	342134	2	1	0	0	343330	1196	valid
11	1	0	24	41	1	2	2	1	-110	3	2	347151	347261	3	4	2	99	348127	866	wrong limb
11	1	0	35	42	1	2	2	1	-50	4	2	352284	352334	1	2	1	0	353237	903	valid
11	1	0	1	43	2	2	2	1	-50	3	1	357367	357417	2	1	1	0	359583	2166	valid
11	1	0	24	44	2	2	2	1	-110	3	2	362450	362560	3	4	2	99	364021	1461	wrong limb
11	1	0	24	45	3	2	2	1	-110	3	2	367583	367693	2	1	2	99	369325	1632	wrong limb
11	1	0	24	46	4	2	2	1	-110	3	2	372716	372826	2	1	2	99	374868	2042	wrong limb
11	1	0	24	47	5	2	2	1	-110	3	2	377849	377959	2	1	2	99	380844	2885	wrong limb
11	1	0	24	48	6	2	2	1	-110	3	2	382982	383092	1	2	1	0	384087	995	valid
11	2	0	37	1	0	2	2	1	-50	1	2	389265	389315	1	2	1	0	390748	1433	block start
11	2	0	38	2	0	2	2	1	110	1	3	394332	394442	2	1	1	1	395188	746	valid
11	2	0	39	3	0	2	2	1	-110	3	2	399465	399575	1	2	1	0	400910	1335	valid
11	2	0	40	4	0	2	2	1	-300	1	2	404598	404898	2	1	0	1	405516	618	valid
11	2	0	41	5	0	2	2	1	-110	4	2	409914	410024	1	2	1	0	411296	1272	valid
11	2	0	42	6	0	2	2	1	-110	3	1	415048	415158	3	4	2	99	417371	2213	wrong limb
11	2	0	43	7	0	2	2	1	-300	4	2	420181	420481	3	4	0	1	420972	491	valid
11	2	0	44	8	0	2	2	1	-300	1	4	425514	425814	2	1	0	1	426433	619	valid
11	2	0	45	9	0	2	2	1	-50	4	2	430847	430897	1	2	1	0	431987	1090	valid
11	2	0	46	10	0	2	2	1	-50	1	4	435930	435980	2	1	0	1	438466	2486	valid
11	2	0	47	11	0	2	2	1	-300	3	1	440996	441296	3	4	2	99	441823	527	wrong limb
11	2	0	48	12	0	2	2	1	300	2	3	446329	446629	1	2	1	1	447040	411	valid
11	2	0	49	13	0	2	2	1	50	4	3	451663	451713	4	3	0	0	452715	1002	valid
11	2	0	50	14	0	2	2	1	50	2	3	456746	456796	1	2	1	1	457776	980	valid
11	2	0	51	15	0	2	2	1	300	1	3	461829	462129	4	3	0	0	463386	1257	valid
11	2	0	52	16	0	2	2	1	50	2	1	467162	467212	2	1	0	0	468625	1413	valid
11	2	0	53	17	0	2	2	1	300	4	1	472245	472545	3	4	1	1	472996	451	valid
11	2	0	54	18	0	2	2	1	110	2	3	477578	477688	1	2	1	1	478440	752	valid
11	2	0	55	19	0	2	2	1	110	2	1	482711	482821	1	2	1	1	484201	1380	valid
11	2	0	56	20	0	2	2	1	110	4	3	487844	487954	3	4	1	1	488882	928	valid
11	2	0	57	21	0	2	2	1	-300	3	2	492977	493277	4	3	0	1	493869	592	valid
11	2	0	58	22	0	2	2	1	300	4	3	498310	498610	3	4	1	1	499087	477	valid
11	2	0	59	23	0	2	2	1	-50	3	1	503644	503694	4	3	0	1	504589	895	valid
11	2	0	60	24	0	2	2	1	-110	1	2	508727	508837	1	2	1	0	509939	1102	valid
11	2	0	61	25	0	2	2	1	-300	3	4	513860	514160	4	3	0	1	514607	447	valid
11	2	0	62	26	0	2	2	1	50	2	4	519193	519243	1	2	1	1	520178	935	valid
11	2	0	63	27	0	2	2	1	-110	3	4	524259	524369	4	3	0	1	525096	727	valid
11	2	0	64	28	0	2	2	1	110	4	1	529392	529502	2	1	0	0	530349	847	valid
11	2	0	65	29	0	2	2	1	-50	3	4	534526	534576	3	4	1	0	535723	1147	valid
11	2	0	66	30	0	2	2	1	300	2	1	539609	539909	1	2	1	1	540409	500	valid
11	2	0	67	31	0	2	2	1	-110	1	4	544942	545052	2	1	0	1	545620	568	valid
11	2	0	68	32	0	2	2	1	300	2	4	550075	550375	1	2	1	1	550845	470	valid
11	2	0	69	33	0	2	2	1	50	4	1	555408	555458	4	3	2	99	557545	2087	wrong limb
11	2	0	70	34	0	2	2	1	-50	3	2	560473	560523	1	2	1	0	561557	1034	valid
11	2	0	71	35	0	2	2	1	50	1	3	565541	565591	2	1	1	1	566462	871	valid
11	2	0	72	36	0	2	2	1	110	2	4	570607	570717	1	2	1	1	571316	599	valid
11	2	0	37	37	1	2	2	1	-50	1	2	575740	575790	2	1	0	1	576802	1012	valid
11	2	0	42	38	1	2	2	1	-110	3	1	580807	580917	4	3	0	1	582017	1100	valid
11	2	0	47	39	1	2	2	1	-300	3	1	585940	586240	4	3	0	1	586770	530	valid
11	2	0	69	40	1	2	2	1	50	4	1	591273	591323	2	1	0	0	593400	2077	valid
11	3	1	999	1	0	2	1	1	1000	2	3	628488	629488	1	2	1	1	630041	553	valid
11	3	1	999	2	0	2	1	1	1000	4	3	634504	635504	4	4	1	1	635994	490	valid
11	3	1	999	3	0	2	1	1	1000	2	3	640521	641521	1	2	1	1	642167	646	valid
11	3	1	999	4	0	2	1	1	1000	1	3	646554	647554	2	1	1	1	648150	596	valid
11	3	1	999	5	0	2	1	1	1000	2	3	652587	653587	1	2	1	1	654124	537	valid
11	3	0	73	1	0	2	1	1	-110	3	2	659420	659530	3	3	0	1	660804	1274	block start
11	3	0	74	2	0	2	1	1	50	2	3	664553	664603	1	2	1	1	665415	812	valid
11	3	0	75	3	0	2	1	1	50	1	3	669619	669669	2	1	1	1	670507	838	valid
11	3	0	76	4	0	2	1	1	300	2	4	674703	675003	1	2	1	1	675441	438	valid
11	3	0	77	5	0	2	1	1	300	2	1	680036	680336	1	2	1	1	680735	399	valid
11	3	0	78	6	0	2	1	1	-50	3	4	685369	685419	3	3	0	1	686798	1379	valid
11	3	0	79	7	0	2	1	1	110	2	3	690452	690562	1	2	1	1	691427	865	valid
11	3	0	80	8	0	2	1	1	-110	4	2	695585	695695	4	4	0	1	696632	937	valid
