subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
7	1	1	999	1	0	2	2	1	1000	2	3	102244	103244	1	2	2	99	103006	-238	too early
7	1	1	999	2	0	2	2	1	-1000	3	1	110760	111760	4	3	0	1	112477	717	valid
7	1	1	999	3	0	2	2	1	1000	4	3	116776	117776	3	4	1	1	119006	1230	valid
7	1	1	999	4	0	2	2	1	1000	4	3	122793	123793	3	4	1	1	124739	946	valid
7	1	1	999	5	0	2	2	1	-1000	3	2	128809	129809	4	3	0	1	130611	802	valid
7	1	0	1	1	0	2	2	1	-110	1	4	136176	136286	3	4	1	0	137340	1054	block start
7	1	0	2	2	0	2	2	1	-110	4	2	141309	141419	3	4	0	1	142343	924	valid
7	1	0	3	3	0	2	2	1	110	4	1	146442	146552	4	3	2	99	148030	1478	wrong limb
7	1	0	4	4	0	2	2	1	110	2	3	151575	151685	4	3	0	0	153562	1877	valid
7	1	0	5	5	0	2	2	1	-110	3	2	156708	156818	1	2	1	0	158172	1354	valid
7	1	0	6	6	0	2	2	1	-50	1	4	161841	161891	1	2	2	99	163875	1984	wrong limb
7	1	0	7	7	0	2	2	1	-300	3	2	166924	167224	4	3	0	1	168047	823	valid
7	1	0	8	8	0	2	2	1	50	1	3	172257	172307	4	3	0	0	173434	1127	valid
7	1	0	9	9	0	2	2	1	110	2	4	177340	177450	1	2	1	1	178763	1313	valid
7	1	0	10	10	0	2	2	1	110	1	3	182473	182583	4	3	0	0	183526	943	valid
7	1	0	11	11	0	2	2	1	50	4	3	187606	187656	4	3	0	0	189227	1571	valid
7	1	0	12	12	0	2	2	1	50	2	1	192673	192723	1	2	1	1	194155	1432	valid
7	1	0	13	13	0	2	2	1	-110	3	4	197756	197866	4	3	0	1	198806	940	valid
7	1	0	14	14	0	2	2	1	-50	3	4	202889	202939	4	3	0	1	204074	1135	valid
7	1	0	15	15	0	2	2	1	-110	3	1	207972	208082	4	3	0	1	209654	1572	valid
7	1	0	16	16	0	2	2	1	110	4	3	213105	213215	3	4	1	1	214766	1551	valid
7	1	0	17	17	0	2	2	1	300	2	4	218238	218538	1	2	1	1	219201	663	valid
7	1	0	18	18	0	2	2	1	-50	1	2	223554	223604	1	2	1	0	224763	1159	valid
7	1	0	19	19	0	2	2	1	300	1	3	228621	228921	2	1	1	1	230300	1379	valid
7	1	0	20	20	0	2	2	1	-300	1	4	233954	234254	2	1	0	1	235230	976	valid
7	1	0	21	21	0	2	2	1	50	2	4	239287	239337	0	0	2	99	0	0	no reaction
7	1	0	22	22	0	2	2	1	300	2	3	244353	244653	1	2	1	1	245552	899	valid
7	1	0	23	23	0	2	2	1	-50	3	2	249670	249720	4	3	0	1	250841	1121	valid
7	1	0	24	24	0	2	2	1	300	2	1	254753	255053	1	2	1	1	256489	1436	valid
7	1	0	25	25	0	2	2	1	-50	3	1	260086	260136	4	3	0	1	261293	1157	valid
7	1	0	26	26	0	2	2	1	-300	4	2	265169	265469	4	3	2	99	266947	1478	wrong limb
7	1	0	27	27	0	2	2	1	50	4	1	270502	270552	4	3	2	99	272067	1515	wrong limb
7	1	0	28	28	0	2	2	1	-300	3	1	275585	275885	3	4	2	99	276644	759	wrong limb
7	1	0	29	29	0	2	2	1	110	2	1	280918	281028	1	2	1	1	282180	1152	valid
7	1	0	30	30	0	2	2	1	-300	3	4	286051	286351	4	3	0	1	287013	662	valid
7	1	0	31	31	0	2	2	1	50	2	3	291367	291417	3	4	2	99	292506	1089	wrong limb
7	1	0	32	32	0	2	2	1	300	4	1	296451	296751	3	4	1	1	297652	901	valid
7	1	0	33	33	0	2	2	1	-50	4	2	301784	301834	1	2	1	0	303191	1357	valid
7	1	0	34	34	0	2	2	1	300	4	3	306867	307167	4	3	0	0	308016	849	valid
7	1	0	35	35	0	2	2	1	-300	1	2	312200	312500	1	2	1	0	314381	1881	valid
7	1	0	36	36	0	2	2	1	-110	1	2	317533	317643	1	2	1	0	318838	1195	valid
7	1	0	1	37	1	2	2	1	-110	1	4	322666	322776	3	4	1	0	323932	1156	valid
7	1	0	3	38	1	2	2	1	110	4	1	327799	327909	3	4	1	1	329498	1589	valid
7	1	0	6	39	1	2	2	1	-50	1	4	332932	332982	3	4	1	0	335031	2049	valid
