subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
8	1	1	999	1	0	1	1	1	-1000	4	2	131360	132360	4	4	2	99	132129	-231	several button presses
8	1	1	999	2	0	1	1	1	1000	4	3	139893	140893	0	0	2	99	0	0	no reaction
8	1	1	999	3	0	1	1	1	1000	4	1	148410	149410	0	0	2	99	0	0	no reaction
8	1	1	999	4	0	1	1	1	-1000	3	4	156943	157943	3	3	2	99	157481	-462	too early
8	1	1	999	5	0	1	1	1	-1000	1	4	165475	166475	0	0	2	99	0	0	no reaction
8	1	0	1	1	0	1	1	1	-300	3	2	206457	206757	2	2	1	0	207642	885	block start
8	1	0	2	2	0	1	1	1	-50	3	2	211773	211823	3	3	0	1	212698	875	valid
8	1	0	3	3	0	1	1	1	50	4	1	216840	216890	3	3	2	99	218100	1210	wrong limb
8	1	0	4	4	0	1	1	1	300	2	1	221923	222223	3	3	2	99	222680	457	wrong limb
8	1	0	5	5	0	1	1	1	-50	1	2	227238	227288	2	2	1	0	228231	943	valid
8	1	0	6	6	0	1	1	1	110	1	3	232306	232416	3	3	0	0	232948	532	valid
8	1	0	7	7	0	1	1	1	300	1	3	237439	237739	3	3	0	0	238377	638	valid
8	1	0	8	8	0	1	1	1	-300	3	1	242755	243055	1	1	1	0	243587	532	valid
8	1	0	9	9	0	1	1	1	-110	3	2	248072	248182	4	4	2	99	249232	1050	wrong limb
8	1	0	10	10	0	1	1	1	-300	3	4	253205	253505	4	4	1	0	254060	555	valid
8	1	0	11	11	0	1	1	1	-50	3	1	258538	258588	1	1	1	0	259944	1356	valid
8	1	0	12	12	0	1	1	1	-110	1	4	263604	263714	4	4	1	0	264292	578	valid
8	1	0	13	13	0	1	1	1	-50	1	4	268737	268787	4	4	1	0	269390	603	valid
8	1	0	14	14	0	1	1	1	-300	1	2	273821	274121	2	2	1	0	274656	535	valid
8	1	0	15	15	0	1	1	1	300	2	3	279154	279454	3	3	0	0	279994	540	valid
