subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	handFeetDistance	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ
6	1	1	999	1	0	2	1	1	1000	2	1	12515	13515	1	2	1	1	14112	597	valid
6	1	1	999	2	0	2	1	1	-1000	1	2	18548	19548	2	1	0	1	20122	574	valid
6	1	1	999	3	0	2	1	1	1000	2	4	24581	25581	1	2	1	1	26311	730	valid
6	1	1	999	4	0	2	1	1	-1000	3	1	30614	31614	3	3	0	1	32360	746	valid
6	1	1	999	5	0	2	1	1	-1000	3	2	36630	37630	3	3	0	1	38303	673	valid
6	1	0	1	1	0	2	1	1	-110	1	2	66529	66639	2	1	0	1	67316	677	block start
6	1	0	2	2	0	2	1	1	-50	4	2	71662	71712	1	2	1	0	72489	777	valid
6	1	0	3	3	0	2	1	1	110	4	1	76727	76837	2	1	0	0	77662	825	valid
6	1	0	4	4	0	2	1	1	-110	4	2	81862	81972	1	2	1	0	82721	749	valid
6	1	0	5	5	0	2	1	1	300	2	1	86995	87295	1	2	1	1	87898	603	valid
6	1	0	6	6	0	2	1	1	300	4	3	92328	92628	4	4	1	1	93604	976	valid
6	1	0	7	7	0	2	1	1	300	2	3	97661	97961	1	2	1	1	98452	491	valid
6	1	0	8	8	0	2	1	1	-110	3	4	102994	103104	3	3	0	1	103850	746	valid
6	1	0	9	9	0	2	1	1	110	2	3	108127	108237	1	2	1	1	108937	700	valid
6	1	0	10	10	0	2	1	1	-300	3	1	113260	113560	1	2	2	99	114113	553	wrong limb
6	1	0	11	11	0	2	1	1	-50	1	2	118593	118643	2	1	0	1	119296	653	valid
6	1	0	12	12	0	2	1	1	50	2	4	123658	123708	1	2	1	1	124434	726	valid
6	1	0	13	13	0	2	1	1	-300	1	2	128725	129025	2	1	0	1	129466	441	valid
6	1	0	14	14	0	2	1	1	300	2	4	134059	134359	1	2	1	1	134755	396	valid
6	1	0	15	15	0	2	1	1	-50	3	1	139392	139442	3	3	0	1	140056	614	valid
6	1	0	16	16	0	2	1	1	-50	3	4	144475	144525	2	1	2	99	145318	793	wrong limb
6	1	0	17	17	0	2	1	1	50	2	1	149558	149608	2	1	0	0	150722	1114	valid
6	1	0	18	18	0	2	1	1	50	1	3	154641	154691	2	1	1	1	155602	911	valid
6	1	0	19	19	0	2	1	1	-110	3	1	159724	159834	2	1	1	0	160738	904	valid
6	1	0	20	20	0	2	1	1	-110	1	4	164857	164967	2	1	0	1	165924	957	valid
6	1	0	21	21	0	2	1	1	110	2	4	169990	170100	1	2	1	1	170767	667	valid
6	1	0	22	22	0	2	1	1	110	2	1	175123	175233	2	1	0	0	176120	887	valid
6	1	0	23	23	0	2	1	1	-300	3	4	180256	180556	3	3	0	1	181246	690	valid
6	1	0	24	24	0	2	1	1	-300	4	2	185589	185889	4	4	0	1	186686	797	valid
6	1	0	25	25	0	2	1	1	300	4	1	190905	191205	3	3	2	99	192009	804	wrong limb
6	1	0	26	26	0	2	1	1	-110	3	2	196222	196332	2	1	2	99	197281	949	wrong limb
6	1	0	27	27	0	2	1	1	300	1	3	201355	201655	2	1	1	1	202424	769	valid
6	1	0	28	28	0	2	1	1	110	4	3	206688	206798	3	3	0	0	207575	777	valid
6	1	0	29	29	0	2	1	1	-300	1	4	211821	212121	2	1	0	1	212864	743	valid
6	1	0	30	30	0	2	1	1	-300	3	2	217154	217454	4	4	2	99	218556	1102	wrong limb
6	1	0	31	31	0	2	1	1	-50	3	2	222487	222537	1	2	1	0	223331	794	valid
6	1	0	32	32	0	2	1	1	110	1	3	227553	227663	2	1	1	1	228299	636	valid
6	1	0	33	33	0	2	1	1	50	4	3	232686	232736	4	4	1	1	233637	901	valid
6	1	0	34	34	0	2	1	1	50	2	3	237753	237803	1	2	1	1	238458	655	valid
6	1	0	35	35	0	2	1	1	-50	1	4	242836	242886	2	1	0	1	243596	710	valid
6	1	0	36	36	0	2	1	1	50	4	1	247902	247952	2	1	0	0	248855	903	valid
6	1	0	1	37	1	2	1	1	-110	1	2	252985	253095	1	2	1	0	253857	762	valid
6	1	0	10	38	1	2	1	1	-300	3	1	258118	258418	3	3	0	1	259277	859	valid
6	1	0	16	39	1	2	1	1	-50	3	4	263451	263501	4	4	1	0	264327	826	valid
6	1	0	25	40	1	2	1	1	300	4	1	268517	268817	4	4	1	1	269524	707	valid
6	1	0	26	41	1	2	1	1	-110	3	2	273851	273961	3	3	0	1	275111	1150	valid
6	1	0	30	42	1	2	1	1	-300	3	2	278984	279284	3	3	0	1	279879	595	valid
6	2	0	37	1	0	2	1	1	-110	3	4	285033	285143	4	4	1	0	286052	909	block start
6	2	0	38	2	0	2	1	1	-300	3	2	290166	290466	3	3	0	1	291087	621	valid
6	2	0	39	3	0	2	1	1	110	2	3	295483	295593	1	2	1	1	296226	633	valid
6	2	0	40	4	0	2	1	1	300	4	1	300616	300916	4	4	1	1	301554	638	valid
6	2	0	41	5	0	2	1	1	-110	1	4	305949	306059	2	1	0	1	306666	607	valid
6	2	0	42	6	0	2	1	1	110	4	1	311082	311192	3	3	2	99	312406	1214	wrong limb
6	2	0	43	7	0	2	1	1	-50	1	4	316215	316265	2	1	0	1	316952	687	valid
6	2	0	44	8	0	2	1	1	-50	3	1	321298	321348	4	4	2	99	322517	1169	wrong limb
