subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
13	1	1	999	1	0	1	hands parallel	2	feet crossed	1000	2	twoTouches	2	rightHand	4	rightFoot	225635	226635	2	2	1	1	228091	2456	valid	expXId
13	1	1	999	2	0	1	hands parallel	2	feet crossed	-1000	2	twoTouches	3	leftFoot	2	rightHand	229687	230687	4	3	0	1	231709	2022	button pressed too long	expXId
13	1	1	999	3	0	1	hands parallel	2	feet crossed	1000	1	oneTouch	4	rightFoot	5	none	233739	234739	3	4	1	1	236952	3213	valid	expXId
13	1	1	999	4	0	1	hands parallel	2	feet crossed	1000	2	twoTouches	2	rightHand	4	rightFoot	237791	238791	2	2	1	1	239972	2181	valid	expXId
13	1	1	999	5	0	1	hands parallel	2	feet crossed	-1000	2	twoTouches	3	leftFoot	2	rightHand	241843	242843	4	3	0	1	243865	2022	valid	expXId
13	1	0	1	1	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	251613	251723	0	0	2	99	0	0	block start	expXId
13	1	0	2	2	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	254771	255071	2	2	1	1	256023	1252	two reactions	expXId
13	1	0	3	3	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	2	rightHand	258117	258417	0	0	2	99	0	0	no reaction	expXId
13	1	0	4	4	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	261462	261572	0	0	2	99	0	0	no reaction	expXId
13	1	0	5	5	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	264621	264731	4	3	0	1	267079	2458	valid	expXId
13	1	0	6	6	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	4	rightFoot	267780	268080	4	3	0	1	269480	1700	valid	expXId
13	1	0	7	7	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	271126	271426	4	3	0	1	273426	2300	valid	expXId
13	1	0	8	8	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	4	rightFoot	5	none	274471	274581	3	4	0	1	275844	1373	valid	expXId
13	1	0	9	9	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	277630	277930	2	2	1	1	279145	1515	valid	expXId
13	1	0	10	10	0	1	hands parallel	2	feet crossed	110	1	oneTouch	1	leftHand	5	none	280976	281086	1	1	1	1	282310	1334	button pressed too long	expXId
13	1	0	11	11	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	4	rightFoot	284135	284435	2	2	1	1	285408	1273	valid	expXId
13	1	0	12	12	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	1	leftHand	287480	287590	4	3	0	1	289966	2486	valid	expXId
13	1	0	13	13	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	4	rightFoot	2	rightHand	290639	290939	3	4	0	1	291852	1213	valid	expXId
13	1	0	14	14	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	293985	294095	2	2	1	1	295200	1215	valid	expXId
13	1	0	15	15	0	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	297143	297253	3	4	1	1	298415	1272	valid	expXId
13	1	0	16	16	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	4	rightFoot	300302	300412	1	1	0	1	301553	1251	valid	expXId
13	1	0	17	17	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	1	leftHand	303461	303761	2	2	1	1	305328	1867	valid	expXId
13	1	0	18	18	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	4	rightFoot	306807	306917	4	3	0	1	308894	2087	valid	expXId
13	1	0	19	19	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	2	rightHand	309966	310076	4	3	0	1	311724	1758	valid	expXId
13	1	0	20	20	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	1	leftHand	313125	313425	4	3	0	1	314633	1508	valid	expXId
13	1	0	21	21	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	1	leftHand	4	rightFoot	316470	316770	1	1	0	1	317633	1163	valid	expXId
13	1	0	22	22	0	1	hands parallel	2	feet crossed	300	2	twoTouches	1	leftHand	3	leftFoot	319816	320116	1	1	1	1	322207	2391	valid	expXId
13	1	0	23	23	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	2	rightHand	323161	323271	1	1	0	1	324230	1069	valid	expXId
13	1	0	24	24	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	3	leftFoot	326320	326430	2	2	1	1	327573	1253	valid	expXId
13	1	0	25	25	0	1	hands parallel	2	feet crossed	300	1	oneTouch	1	leftHand	5	none	329479	329779	1	1	1	1	331034	1555	valid	expXId
13	1	0	26	26	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	332825	333125	4	3	0	1	334107	1282	valid	expXId
13	1	0	27	27	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	336170	336280	1	1	0	1	337155	985	valid	expXId
