subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
1	1	0	30	30	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	1	leftHand	510050	510350	4	3	0	1	511051	1001	valid	expXId
1	1	0	31	31	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	1	leftHand	513402	513702	2	2	1	1	514241	839	two reactions	expXId
1	1	0	32	32	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	4	rightFoot	2	rightHand	516748	517048	2	2	1	0	517712	964	valid	expXId
1	1	0	33	33	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	4	rightFoot	5	none	520090	520200	3	4	0	1	520839	749	valid	expXId
1	1	0	34	34	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	523252	523362	1	1	0	1	523928	676	valid	expXId
1	1	0	35	35	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	526411	526711	2	2	1	1	527073	662	valid	expXId
1	1	0	36	36	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	529754	530054	1	1	0	1	530345	591	valid	expXId
1	1	0	37	37	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	533103	533403	4	3	0	1	533960	857	valid	expXId
1	1	0	38	38	0	1	hands parallel	2	feet crossed	300	1	oneTouch	4	rightFoot	5	none	536448	536748	3	4	1	1	537250	802	valid	expXId
1	1	0	39	39	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	2	rightHand	539791	540091	4	3	0	1	540943	1152	valid	expXId
1	1	0	40	40	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	543139	543439	1	1	0	1	544517	1378	valid	expXId
1	1	0	41	41	0	1	hands parallel	2	feet crossed	110	2	twoTouches	1	leftHand	3	leftFoot	546483	546593	1	1	1	1	547763	1280	valid	expXId
1	1	0	42	42	0	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	549644	549754	4	3	2	99	550292	648	wrong limb	expXId
1	1	0	43	43	0	1	hands parallel	2	feet crossed	300	2	twoTouches	4	rightFoot	3	leftFoot	552803	553103	3	4	1	1	554301	1498	valid	expXId
1	1	0	44	44	0	1	hands parallel	2	feet crossed	300	1	oneTouch	1	leftHand	5	none	556149	556449	1	1	1	1	556865	716	valid	expXId
1	1	0	45	45	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	559491	559601	4	3	0	1	560140	649	valid	expXId
1	1	0	46	46	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	2	rightHand	562653	562763	4	3	0	1	563615	962	valid	expXId
1	1	0	47	47	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	3	leftFoot	565812	565922	4	3	0	0	567488	1676	valid	expXId
1	1	0	48	48	0	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	3	leftFoot	568971	569081	4	3	0	0	570433	1462	valid	expXId
1	1	0	1	49	1	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	2	rightHand	572130	572240	1	1	0	1	572934	804	valid	expXId
1	1	0	9	50	1	1	hands parallel	2	feet crossed	-300	1	oneTouch	4	rightFoot	5	none	575289	575589	3	4	0	1	576482	1193	valid	expXId
1	1	0	18	51	1	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	578635	578745	4	3	0	1	579535	900	valid	expXId
1	1	0	26	52	1	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	581794	581904	3	4	1	1	582445	651	valid	expXId
1	1	0	31	53	1	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	1	leftHand	584953	585253	2	2	1	1	586089	1136	valid	expXId
1	1	0	42	54	1	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	588295	588405	3	4	1	1	588846	551	valid	expXId
1	2	0	49	1	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	1	leftHand	4	rightFoot	595656	595956	1	1	0	1	596648	992	block start	expXId
1	2	0	50	2	0	1	hands parallel	2	feet crossed	110	2	twoTouches	1	leftHand	3	leftFoot	599002	599112	1	1	1	1	599973	971	valid	expXId
1	2	0	51	3	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	1	leftHand	602154	602454	2	2	1	1	602932	778	valid	expXId
1	2	0	52	4	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	605506	605806	2	2	1	1	606410	904	valid	expXId
1	2	0	53	5	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	4	rightFoot	2	rightHand	608849	609149	3	4	0	1	609543	694	valid	expXId
1	2	0	54	6	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	2	rightHand	612197	612307	1	1	0	1	613176	979	valid	expXId
1	2	0	55	7	0	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	3	leftFoot	615356	615466	3	4	1	1	616384	1028	valid	expXId
1	2	0	56	8	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	2	rightHand	618515	618625	4	3	0	1	620060	1545	valid	expXId
1	2	0	57	9	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	1	leftHand	2	rightHand	621674	621974	1	1	0	1	622557	883	valid	expXId
1	2	0	58	10	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	625020	625130	4	3	0	1	625882	862	valid	expXId
1	2	0	59	11	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	4	rightFoot	628173	628283	4	3	2	99	628843	670	wrong limb	expXId
1	2	0	60	12	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	1	leftHand	631338	631448	2	2	1	1	632216	878	valid	expXId
1	2	0	61	13	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	3	leftFoot	634497	634797	2	2	1	1	635668	1171	valid	expXId
1	2	0	62	14	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	637842	638142	4	3	0	1	638804	962	valid	expXId
1	2	0	63	15	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	641185	641295	1	1	0	1	642222	1037	valid	expXId
1	2	0	64	16	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	644347	644647	2	2	1	1	644782	435	valid	expXId
1	2	0	65	17	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	4	rightFoot	647689	647989	4	3	0	1	648168	479	valid	expXId
1	2	0	66	18	0	1	hands parallel	2	feet crossed	300	2	twoTouches	4	rightFoot	3	leftFoot	651038	651338	3	4	1	1	651788	750	valid	expXId
1	2	0	67	19	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	654381	654491	2	2	1	1	654943	562	valid	expXId
1	2	0	68	20	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	4	rightFoot	657543	657653	2	2	1	1	657943	400	valid	expXId
1	2	0	69	21	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	660702	661002	4	3	0	1	661493	791	valid	expXId
1	2	0	70	22	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	664047	664157	2	2	1	1	664593	546	valid	expXId
1	2	0	71	23	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	4	rightFoot	5	none	667206	667506	4	3	2	99	668091	885	wrong limb	expXId
1	2	0	72	24	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	670552	670852	1	1	0	1	671285	733	valid	expXId
1	2	0	73	25	0	1	hands parallel	2	feet crossed	300	2	twoTouches	4	rightFoot	1	leftHand	673894	674194	3	4	1	1	674757	863	valid	expXId
1	2	0	74	26	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	677243	677543	4	3	0	1	677886	643	valid	expXId
1	2	0	75	27	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	3	leftFoot	680588	680698	2	2	1	1	681326	738	valid	expXId
1	2	0	76	28	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	1	leftHand	683748	684048	4	3	0	1	684213	465	valid	expXId
1	2	0	77	29	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	4	rightFoot	687091	687201	4	3	0	1	687681	590	valid	expXId
1	2	0	78	30	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	4	rightFoot	690252	690552	2	2	1	1	690775	523	valid	expXId
1	2	0	79	31	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	693598	693708	1	1	0	1	694441	843	valid	expXId
1	2	0	80	32	0	1	hands parallel	2	feet crossed	300	2	twoTouches	1	leftHand	3	leftFoot	696757	697057	1	1	1	1	697231	474	valid	expXId
1	2	0	81	33	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	1	leftHand	700100	700210	4	3	0	1	701156	1056	valid	expXId
1	2	0	82	34	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	2	rightHand	703262	703562	4	3	0	1	704252	990	valid	expXId
1	2	0	83	35	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	706606	706716	2	2	1	1	707575	969	valid	expXId
1	2	0	84	36	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	709766	709876	4	3	0	1	710340	574	valid	expXId
1	2	0	85	37	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	712925	713225	2	2	1	1	713427	502	valid	expXId
1	2	0	86	38	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	4	rightFoot	5	none	716271	716381	3	4	0	1	717103	832	two reactions	expXId
1	2	0	87	39	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	719430	719730	1	1	0	1	719922	492	valid	expXId
1	2	0	88	40	0	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	722775	722885	3	4	1	1	723288	513	valid	expXId
1	2	0	89	41	0	1	hands parallel	2	feet crossed	110	1	oneTouch	1	leftHand	5	none	725934	726044	1	1	1	1	726561	627	valid	expXId
1	2	0	90	42	0	1	hands parallel	2	feet crossed	300	1	oneTouch	4	rightFoot	5	none	729093	729393	3	4	1	1	729533	440	valid	expXId
1	2	0	91	43	0	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	732439	732549	3	4	1	1	732850	411	valid	expXId
1	2	0	92	44	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	735598	735708	4	3	0	1	736328	730	valid	expXId
1	2	0	93	45	0	1	hands parallel	2	feet crossed	300	1	oneTouch	1	leftHand	5	none	738757	739057	1	1	1	1	739208	451	valid	expXId
1	2	0	94	46	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	4	rightFoot	2	rightHand	742100	742210	3	4	0	1	742834	734	button pressed too long	expXId
1	2	0	95	47	0	1	hands parallel	2	feet crossed	300	1	oneTouch	4	rightFoot	5	none	745262	745562	3	4	1	1	745759	497	valid	expXId
1	2	0	96	48	0	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	1	leftHand	748604	748714	1	1	0	0	749352	748	valid	expXId
1	2	0	49	49	1	1	hands parallel	2	feet crossed	-300	2	twoTouches	1	leftHand	4	rightFoot	751766	752066	1	1	0	1	752213	447	valid	expXId
1	2	0	59	50	1	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	4	rightFoot	755109	755219	1	1	0	1	755654	545	valid	expXId
1	2	0	71	51	1	1	hands parallel	2	feet crossed	-300	1	oneTouch	4	rightFoot	5	none	758271	758571	3	4	0	1	758971	700	valid	expXId
1	2	0	86	52	1	1	hands parallel	2	feet crossed	-110	1	oneTouch	4	rightFoot	5	none	761613	761723	3	4	0	1	762070	457	valid	expXId
1	2	0	94	53	1	1	hands parallel	2	feet crossed	-110	2	twoTouches	4	rightFoot	2	rightHand	764775	764885	3	4	0	1	765318	543	two reactions	expXId
1	2	0	94	54	2	1	hands parallel	2	feet crossed	-110	2	twoTouches	4	rightFoot	2	rightHand	767934	768044	0	0	2	99	0	0	no reaction	expXId
1	2	0	94	55	3	1	hands parallel	2	feet crossed	-110	2	twoTouches	4	rightFoot	2	rightHand	771093	771203	4	3	2	99	771872	779	wrong limb	expXId
1	2	0	94	56	4	1	hands parallel	2	feet crossed	-110	2	twoTouches	4	rightFoot	2	rightHand	774252	774362	3	4	0	1	774700	448	valid	expXId
1	3	1	999	1	0	1	hands parallel	1	feet parallel	1000	1	oneTouch	4	rightFoot	5	none	833765	834765	0	0	2	99	0	0	no reaction	expXId
1	3	1	999	2	0	1	hands parallel	1	feet parallel	1000	2	twoTouches	1	leftHand	3	leftFoot	839818	840818	1	1	1	1	840482	664	valid	expXId
1	3	1	999	3	0	1	hands parallel	1	feet parallel	1000	2	twoTouches	2	rightHand	4	rightFoot	843870	844870	4	4	0	0	845402	1532	valid	expXId
1	3	1	999	4	0	1	hands parallel	1	feet parallel	1000	1	oneTouch	2	rightHand	5	none	849921	850921	0	0	2	99	0	0	no reaction	expXId
1	3	1	999	5	0	1	hands parallel	1	feet parallel	1000	1	oneTouch	4	rightFoot	5	none	855973	856973	4	4	1	1	856763	790	valid	expXId
1	3	0	97	1	0	1	hands parallel	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	866050	866350	4	4	1	1	866565	515	block start	expXId
1	3	0	98	2	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	869395	869695	1	1	0	1	869950	555	valid	expXId
1	3	0	99	3	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	872741	872851	1	1	0	1	873233	492	valid	expXId
1	3	0	100	4	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	1	leftHand	4	rightFoot	875900	876200	1	1	0	1	876265	365	valid	expXId
1	3	0	101	5	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	879245	879545	1	1	0	1	879689	444	valid	expXId
1	3	0	102	6	0	1	hands parallel	1	feet parallel	110	2	twoTouches	4	rightFoot	3	leftFoot	882588	882698	4	4	1	1	883306	718	valid	expXId
1	3	0	103	7	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	3	leftFoot	1	leftHand	885750	886050	3	3	0	1	886703	953	valid	expXId
1	3	0	104	8	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	3	leftFoot	1	leftHand	889092	889202	3	3	0	1	889682	590	valid	expXId
1	3	0	105	9	0	1	hands parallel	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	892255	892555	2	2	1	1	892866	611	valid	expXId
1	3	0	106	10	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	895597	895707	3	3	2	99	896310	713	wrong limb	expXId
1	3	0	107	11	0	1	hands parallel	1	feet parallel	110	2	twoTouches	2	rightHand	4	rightFoot	898759	898869	4	4	0	0	899779	1020	valid	expXId
1	3	0	108	12	0	1	hands parallel	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	901918	902218	2	2	1	1	902477	559	valid	expXId
1	3	0	109	13	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	3	leftFoot	2	rightHand	905264	905564	3	3	0	1	905921	657	valid	expXId
1	3	0	110	14	0	1	hands parallel	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	908606	908716	2	2	1	1	909053	447	valid	expXId
1	3	0	111	15	0	1	hands parallel	1	feet parallel	110	1	oneTouch	1	leftHand	5	none	911768	911879	1	1	1	1	912763	995	valid	expXId
1	3	0	112	16	0	1	hands parallel	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	914927	915227	2	2	1	1	915426	499	valid	expXId
1	3	0	113	17	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	918270	918380	2	2	2	99	919000	730	wrong limb	expXId
1	3	0	114	18	0	1	hands parallel	1	feet parallel	110	2	twoTouches	4	rightFoot	1	leftHand	921432	921542	4	4	1	1	922585	1153	valid	expXId
1	3	0	115	19	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	4	rightFoot	5	none	924591	924701	4	4	0	1	925251	660	valid	expXId
1	3	0	116	20	0	1	hands parallel	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	927750	927860	1	1	0	0	929165	1415	valid	expXId
1	3	0	117	21	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	3	leftFoot	2	rightHand	930909	931019	3	3	0	1	931646	737	valid	expXId
1	3	0	118	22	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	934062	934362	3	3	0	1	934571	509	valid	expXId
1	3	0	119	23	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	4	rightFoot	2	rightHand	937413	937713	4	4	0	1	937972	559	valid	expXId
1	3	0	120	24	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	1	leftHand	2	rightHand	940759	941059	1	1	0	1	941732	973	valid	expXId
1	3	0	121	25	0	1	hands parallel	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	944101	944211	4	4	1	1	944630	529	valid	expXId
1	3	0	122	26	0	1	hands parallel	1	feet parallel	300	2	twoTouches	2	rightHand	4	rightFoot	947264	947564	4	4	0	0	948268	1004	valid	expXId
1	3	0	123	27	0	1	hands parallel	1	feet parallel	300	2	twoTouches	2	rightHand	3	leftFoot	950606	950906	2	2	1	1	951479	873	valid	expXId
1	3	0	124	28	0	1	hands parallel	1	feet parallel	300	2	twoTouches	1	leftHand	3	leftFoot	953955	954255	1	1	1	1	954442	487	valid	expXId
1	3	0	125	29	0	1	hands parallel	1	feet parallel	300	2	twoTouches	4	rightFoot	1	leftHand	957297	957597	4	4	1	1	958145	848	valid	expXId
1	3	0	126	30	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	960646	960756	0	0	2	99	0	0	no reaction	expXId
1	3	0	127	31	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	3	leftFoot	4	rightFoot	963805	964105	3	3	0	1	964653	848	valid	expXId
1	3	0	128	32	0	1	hands parallel	1	feet parallel	300	2	twoTouches	4	rightFoot	3	leftFoot	967151	967451	4	4	1	1	967665	514	button pressed too long	expXId
1	3	0	129	33	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	3	leftFoot	4	rightFoot	970510	970620	4	4	1	0	971311	801	valid	expXId
1	3	0	130	34	0	1	hands parallel	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	973669	973969	4	4	1	1	974325	656	valid	expXId
1	3	0	131	35	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	4	rightFoot	5	none	977011	977311	4	4	0	1	977680	669	button pressed too long	expXId
1	3	0	132	36	0	1	hands parallel	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	980360	980470	0	0	2	99	0	0	no reaction	expXId
1	3	0	133	37	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	983519	983819	3	3	0	1	984124	605	valid	expXId
1	3	0	134	38	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	1	leftHand	4	rightFoot	986864	986974	1	1	0	1	987690	826	valid	expXId
1	3	0	135	39	0	1	hands parallel	1	feet parallel	110	2	twoTouches	2	rightHand	3	leftFoot	990023	990133	4	4	2	99	991491	1468	button pressed too long	expXId
1	3	0	136	40	0	1	hands parallel	1	feet parallel	300	2	twoTouches	2	rightHand	1	leftHand	993182	993482	3	3	2	99	994439	1257	two reactions	expXId
1	3	0	137	41	0	1	hands parallel	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	996525	996635	4	4	1	1	997044	519	valid	expXId
1	3	0	138	42	0	1	hands parallel	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	999687	999797	2	2	1	1	1000563	876	valid	expXId
1	3	0	139	43	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	4	rightFoot	2	rightHand	1002846	1002956	4	4	0	1	1003546	700	valid	expXId
1	3	0	140	44	0	1	hands parallel	1	feet parallel	300	1	oneTouch	1	leftHand	5	none	1006005	1006305	1	1	1	1	1006730	725	valid	expXId
1	3	0	141	45	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	1009351	1009461	3	3	0	1	1009932	581	valid	expXId
1	3	0	142	46	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	1012504	1012804	3	3	0	1	1012995	491	valid	expXId
1	3	0	143	47	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	1015855	1015965	3	3	0	1	1016382	527	valid	expXId
1	3	0	144	48	0	1	hands parallel	1	feet parallel	110	2	twoTouches	1	leftHand	3	leftFoot	1019014	1019124	1	1	1	1	1019903	889	two reactions	expXId
1	3	0	97	49	1	1	hands parallel	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	1022173	1022473	4	4	1	1	1022786	613	button pressed too long	expXId
1	3	0	106	50	1	1	hands parallel	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	1025516	1025626	1	1	0	1	1026156	640	valid	expXId
1	3	0	113	51	1	1	hands parallel	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	1028678	1028788	1	1	0	1	1029146	468	valid	expXId
1	3	0	126	52	1	1	hands parallel	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	1031837	1031947	3	3	0	1	1032624	787	valid	expXId
1	3	0	128	53	1	1	hands parallel	1	feet parallel	300	2	twoTouches	4	rightFoot	3	leftFoot	1034990	1035290	4	4	1	1	1035911	921	valid	expXId
