subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
13	1	1	999	1	0	1	2	-1000	3	4	222877	223877	4	3	0	1	225005	1128	valid	expXIc
13	1	1	999	2	0	1	2	-1000	3	4	229342	230342	4	3	0	1	231252	910	valid	expXIc
13	1	1	999	3	0	1	2	-1000	3	4	235723	236723	0	0	2	99	0	0	no reaction	expXIc
13	1	1	999	4	0	1	2	-1000	1	4	242754	243754	1	1	0	1	245523	1769	valid	expXIc
13	1	1	999	5	0	1	2	1000	2	1	249402	250402	2	2	1	1	250961	559	valid	expXIc
13	1	0	1	1	0	1	2	-300	1	4	308983	309283	1	1	0	1	0	0	block start	expXIc
13	1	0	2	2	0	1	2	-110	1	4	314664	314774	0	0	2	99	0	0	no reaction	expXIc
13	1	0	3	3	0	1	2	-50	3	2	319813	319863	0	0	2	99	0	0	no reaction	expXIc
13	1	0	4	4	0	1	2	-50	1	4	324894	324944	1	1	0	1	325739	795	valid	expXIc
13	1	0	5	5	0	1	2	110	1	3	330309	330419	0	0	2	99	0	0	no reaction	expXIc
13	1	0	6	6	0	1	2	300	2	4	335457	335757	2	2	1	1	336396	639	valid	expXIc
13	1	0	7	7	0	1	2	300	4	3	341122	341422	0	0	2	99	0	0	no reaction	expXIc
13	1	0	8	8	0	1	2	-110	3	2	346457	346567	4	3	0	1	348416	1849	valid	expXIc
13	1	0	9	9	0	1	2	-50	3	4	352788	352838	3	4	1	0	354293	1455	valid	expXIc
13	1	0	10	10	0	1	2	-110	3	4	358187	358297	4	3	0	1	359685	1388	valid	expXIc
13	1	0	11	11	0	1	2	50	2	4	363885	363935	2	2	1	1	364866	931	valid	expXIc
13	1	0	12	12	0	1	2	50	4	1	369250	369300	3	4	1	1	370894	1594	valid	expXIc
13	1	0	13	13	0	1	2	50	2	1	374898	374948	0	0	2	99	0	0	no reaction	expXIc
13	1	0	14	14	0	1	2	110	2	4	379980	380090	2	2	1	1	380906	816	valid	expXIc
13	1	0	15	15	0	1	2	50	4	3	385461	385511	3	4	1	1	387004	1493	valid	expXIc
13	1	0	16	16	0	1	2	110	4	1	391276	391386	3	4	1	1	392503	1117	valid	expXIc
13	1	0	17	17	0	1	2	50	2	3	397374	397424	3	4	2	99	398788	1364	wrong limb	expXIc
13	1	0	18	18	0	1	2	300	2	1	403455	403755	2	2	1	1	404360	605	valid	expXIc
13	1	0	19	19	0	1	2	50	1	3	409037	409087	1	1	1	1	410189	1102	valid	expXIc
