subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
6	1	1	999	1	0	2	1	1000	1	3	65145	66145	5	0	2	99	66514	369	strange verbal response	expXIc
6	1	1	999	2	0	2	1	-1000	3	2	219239	220239	3	3	0	1	220968	729	valid	expXIc
6	1	1	999	3	0	2	1	1000	4	3	225570	226570	4	4	1	1	227348	778	valid	expXIc
6	1	1	999	4	0	2	1	1000	2	1	231885	232885	0	0	2	99	0	0	no reaction	expXIc
6	1	1	999	5	0	2	1	-1000	3	4	238916	239916	3	3	0	1	240533	617	valid	expXIc
6	1	0	1	1	0	2	1	-50	1	2	248363	248413	1	2	1	0	249357	944	block start	expXIc
6	1	0	2	2	0	2	1	-50	3	1	253711	253761	0	0	2	99	0	0	no reaction	expXIc
6	1	0	3	3	0	2	1	-50	1	4	258793	258843	2	1	0	1	260164	1321	valid	expXIc
6	1	0	4	4	0	2	1	300	1	3	264274	264574	2	1	1	1	265491	917	valid	expXIc
6	1	0	5	5	0	2	1	110	4	3	269923	270033	3	3	0	0	271521	1488	valid	expXIc
6	1	0	6	6	0	2	1	300	4	1	275354	275654	4	4	1	1	276600	946	valid	expXIc
6	1	0	7	7	0	2	1	-300	3	1	281186	281486	3	3	0	1	282271	785	valid	expXIc
6	1	0	8	8	0	2	1	-300	4	2	286834	287134	4	4	0	1	287808	674	valid	expXIc
6	1	0	9	9	0	2	1	110	4	1	292515	292625	4	4	1	1	293473	848	valid	expXIc
6	1	0	10	10	0	2	1	50	2	1	298363	298413	1	2	1	1	299173	760	valid	expXIc
6	1	0	11	11	0	2	1	110	2	3	303745	303855	1	2	1	1	304347	492	valid	expXIc
6	1	0	12	12	0	2	1	110	1	3	309143	309253	2	1	1	1	310154	901	valid	expXIc
6	1	0	13	13	0	2	1	300	2	3	314575	314875	1	2	1	1	315558	683	valid	expXIc
6	1	0	14	14	0	2	1	300	4	3	320190	320490	4	4	1	1	321080	590	valid	expXIc
6	1	0	15	15	0	2	1	-110	3	2	325788	325898	1	2	1	0	327093	1195	valid	expXIc
6	1	0	16	16	0	2	1	-110	4	2	331270	331380	4	4	0	1	332101	721	valid	expXIc
6	1	0	17	17	0	2	1	300	2	4	336768	337068	1	2	1	1	337615	547	valid	expXIc
6	1	0	18	18	0	2	1	-300	3	4	342366	342666	3	3	0	1	343342	676	valid	expXIc
6	1	0	19	19	0	2	1	110	2	1	348046	348156	1	2	1	1	349159	1003	valid	expXIc
6	1	0	20	20	0	2	1	-50	3	4	353596	353646	3	3	0	1	354821	1175	valid	expXIc
6	1	0	21	21	0	2	1	50	2	3	358994	359044	1	2	1	1	359906	862	valid	expXIc
6	1	0	22	22	0	2	1	50	4	3	364459	364509	3	3	0	0	366254	1745	valid	expXIc
6	1	0	23	23	0	2	1	-110	3	1	370190	370300	0	0	2	99	0	0	no reaction	expXIc
6	1	0	24	24	0	2	1	-50	4	2	375339	375389	1	2	1	0	376353	964	valid	expXIc
6	1	0	25	25	0	2	1	-110	3	4	380704	380814	3	3	0	1	381677	863	valid	expXIc
6	1	0	26	26	0	2	1	-300	1	2	386285	386585	2	1	0	1	387389	804	valid	expXIc
6	1	0	27	27	0	2	1	-300	1	4	391883	392183	2	1	0	1	393022	839	valid	expXIc
6	1	0	28	28	0	2	1	-110	1	4	397865	397975	2	1	0	1	398855	880	valid	expXIc
6	1	0	29	29	0	2	1	50	1	3	403929	403979	2	1	1	1	405069	1090	valid	expXIc
6	1	0	30	30	0	2	1	-110	1	2	409861	409971	1	2	1	0	410863	892	valid	expXIc
6	1	0	31	31	0	2	1	-300	3	2	415326	415626	3	3	0	1	416237	611	valid	expXIc
6	1	0	32	32	0	2	1	300	2	1	420924	421224	1	2	1	1	421804	580	valid	expXIc
6	1	0	33	33	0	2	1	110	2	4	426522	426632	1	2	1	1	427427	795	valid	expXIc
6	1	0	34	34	0	2	1	50	2	4	432004	432054	1	2	1	1	432819	765	valid	expXIc
6	1	0	35	35	0	2	1	-50	3	2	437419	437469	3	3	0	1	438328	859	valid	expXIc
6	1	0	36	36	0	2	1	50	4	1	442850	442900	4	4	1	1	443838	938	valid	expXIc
6	1	0	1	37	1	2	1	-50	1	2	448215	448265	1	2	1	0	449131	866	valid	expXIc
6	1	0	2	38	1	2	1	-50	3	1	453813	453863	3	3	0	1	454710	847	valid	expXIc
6	1	0	23	39	1	2	1	-110	3	1	459195	459305	3	3	0	1	460235	930	valid	expXIc
6	2	0	37	1	0	2	1	110	1	3	467826	467936	2	1	1	1	468840	904	block start	expXIc
6	2	0	38	2	0	2	1	50	1	3	473257	473307	2	1	1	1	474293	986	valid	expXIc
6	2	0	39	3	0	2	1	-110	3	1	478605	478715	3	3	0	1	479430	715	valid	expXIc
6	2	0	40	4	0	2	1	50	2	3	484170	484220	1	2	1	1	485081	861	valid	expXIc
6	2	0	41	5	0	2	1	-300	3	1	489452	489752	3	3	0	1	490288	536	valid	expXIc
6	2	0	42	6	0	2	1	-50	1	4	495166	495216	4	4	1	0	496251	1035	valid	expXIc
6	2	0	43	7	0	2	1	50	4	3	500598	500648	3	3	0	0	501682	1034	valid	expXIc
6	2	0	44	8	0	2	1	-50	3	1	505963	506013	0	0	2	99	0	0	no reaction	expXIc
6	2	0	45	9	0	2	1	110	4	1	511045	511155	4	4	1	1	512188	1033	valid	expXIc
6	2	0	46	10	0	2	1	50	4	1	516493	516543	2	1	0	0	517837	1294	valid	expXIc
6	2	0	47	11	0	2	1	110	4	3	522341	522451	4	4	1	1	523594	1143	valid	expXIc
6	2	0	48	12	0	2	1	-110	1	4	527774	527884	0	0	2	99	0	0	no reaction	expXIc
6	1	1	999	1	0	2	1	1000	4	3	285488	286488	4	4	1	1	288517	2029	valid	expXIc
6	1	1	999	2	0	2	1	-1000	1	4	294535	295535	0	0	2	99	0	0	no reaction	expXIc
