subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPosition	feetPosition	soa	firstLimb	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
14	1	1	999	1	0	2	1	1000	1	3	163179	164179	2	1	1	1	164095	-84	too early	expXIc
14	1	1	999	2	0	2	1	-1000	3	2	169652	170652	3	3	0	1	170378	-274	too early	expXIc
14	1	1	999	3	0	2	1	-1000	3	1	176249	177249	3	3	0	1	177026	-223	too early	expXIc
14	1	1	999	4	0	2	1	-1000	1	4	182581	183581	2	1	0	1	183438	-143	too early	expXIc
14	1	1	999	5	0	2	1	-1000	4	2	188979	189979	4	4	0	1	189855	-124	too early	expXIc
14	1	0	1	1	0	2	1	-50	1	4	207189	207239	2	1	0	1	208306	1067	block start	expXIc
14	1	0	2	2	0	2	1	-110	3	2	212571	212681	3	3	0	1	213725	1044	valid	expXIc
14	1	0	3	3	0	2	1	-50	3	4	218702	218752	3	3	0	1	219577	825	valid	expXIc
14	1	0	4	4	0	2	1	50	2	4	224134	224184	3	3	2	99	225252	1068	wrong limb	expXIc
14	1	0	5	5	0	2	1	-300	3	4	229948	230248	3	3	0	1	230887	639	valid	expXIc
14	1	0	6	6	0	2	1	110	1	3	235646	235756	2	1	1	1	238017	2261	valid	expXIc
14	1	0	7	7	0	2	1	110	2	1	242078	242188	0	0	2	99	0	0	no reaction	expXIc
14	1	0	8	8	0	2	1	300	1	3	247226	247526	2	1	1	1	247141	-385	too early	expXIc
14	1	0	9	9	0	2	1	300	4	1	253041	253341	4	4	1	1	254006	665	valid	expXIc
14	1	0	10	10	0	2	1	300	2	1	258706	259006	1	2	1	1	259740	734	valid	expXIc
14	1	0	11	11	0	2	1	-110	4	2	264970	265080	4	4	0	1	265937	857	valid	expXIc
14	1	0	12	12	0	2	1	300	2	4	270402	270702	1	2	1	1	271378	676	valid	expXIc
14	1	0	13	13	0	2	1	-300	3	2	276100	276400	3	3	0	1	276426	26	too early	expXIc
14	1	0	14	14	0	2	1	50	4	1	282548	282598	4	4	1	1	284023	1425	valid	expXIc
14	1	0	15	15	0	2	1	300	2	3	288879	289179	1	2	1	1	289846	667	valid	expXIc
14	1	0	16	16	0	2	1	110	4	1	295027	295137	4	4	1	1	296214	1077	valid	expXIc
14	1	0	17	17	0	2	1	50	2	1	300758	300808	0	0	2	99	0	0	no reaction	expXIc
14	1	0	18	18	0	2	1	110	4	3	305840	305950	3	3	0	0	307355	1405	valid	expXIc
14	1	0	19	19	0	2	1	50	1	3	311371	311421	2	1	1	1	313115	1694	valid	expXIc
14	1	0	20	20	0	2	1	-300	4	2	316786	317086	4	4	0	1	317712	626	valid	expXIc
14	1	0	21	21	0	2	1	-110	1	2	322451	322561	2	1	0	1	323550	989	valid	expXIc
14	1	0	22	22	0	2	1	50	4	3	327883	327933	4	4	1	1	328978	1045	valid	expXIc
14	1	0	23	23	0	2	1	-50	4	2	333214	333264	1	2	1	0	334148	884	valid	expXIc
14	1	0	24	24	0	2	1	110	2	3	339279	339389	3	3	0	0	340479	1090	valid	expXIc
14	1	0	25	25	0	2	1	-110	1	4	344677	344787	2	1	0	1	345758	971	valid	expXIc
14	1	0	26	26	0	2	1	-110	3	4	351725	351835	4	4	1	0	352973	1138	valid	expXIc
